Order_ID,Delivery_Experience_Rating,Issue_Reported
08264c0a,4,Late Delivery
da7b6766,1,Damaged Package
01952469,1,None
9c8b707c,5,None
d1376dd5,4,Damaged Package
c102a7de,5,None
00d05330,1,None
a3578e15,3,None
b63598ef,4,None
c94a10b4,1,None
ec856ab6,4,None
a7494ff9,3,None
60153c7c,2,Damaged Package
81a93498,5,None
292a9dd3,5,None
1038e4cc,1,None
6c1a7d0b,1,Late Delivery
880ef2d8,3,None
e2e600a5,1,None
3ac6264b,1,None
03f9df8a,1,Damaged Package
0c51ba45,4,Late Delivery
fa3313ea,4,None
ac253043,2,Damaged Package
e1869526,4,None
e89c67c6,5,None
f4f017b5,2,None
75c1ae4d,1,None
a40a1d5f,5,Late Delivery
8a1b4a67,2,None
6121918a,2,Late Delivery
2417a7b6,5,None
d69abcd1,2,None
33d16c0c,5,Late Delivery
96ef936e,2,Damaged Package
a53086b5,2,None
ac734ae6,2,Late Delivery
256d7932,5,Late Delivery
0211273f,2,Damaged Package
516f2ef4,4,None
7dd57689,4,None
a9cb1634,4,Late Delivery
40cbe3fc,4,None
41237f4b,4,None
1f7e1a81,1,None
ff73b585,2,Damaged Package
be88e835,3,Late Delivery
52c75053,1,None
58841998,5,None
85a530df,1,Late Delivery
29cbfa04,3,Late Delivery
dc858980,1,None
5d5d1766,2,None
5b51e881,4,Late Delivery
81955c78,2,None
e9e6fff9,1,None
a00dd12a,3,Late Delivery
21fce4b6,5,Late Delivery
16183674,2,Late Delivery
6e5682a2,3,None
24a65eae,5,Wrong Address
ec070311,4,None
4ced085b,2,None
46b48abd,2,None
6cd4b549,4,None
366d7041,4,None
cb248cec,1,None
b2f411bc,5,None
46ea7c95,3,None
7283bdca,4,Late Delivery
bdb39908,1,Damaged Package
7f916f46,5,None
8eb5942f,5,Wrong Address
365e0f62,2,Damaged Package
94bc001e,1,None
5cac8d2b,1,Damaged Package
8ce95272,2,None
5f50ebbd,3,Damaged Package
adb06473,4,Damaged Package
c2ebec05,2,Damaged Package
67c1c829,4,None
286966dd,1,Late Delivery
0055f406,2,None
e7fe1e4a,3,None
1c7554a6,4,None
b957862f,4,None
2a825420,4,Late Delivery
5aa498b2,1,Damaged Package
7d09346a,4,Wrong Address
66ca1b2b,5,None
18494953,4,Late Delivery
d61842c8,1,Late Delivery
6f5cab1b,2,None
73101290,4,None
9b9593d1,4,None
ade6f876,2,Wrong Address
ccb6d4db,5,Wrong Address
b21fdf42,1,Late Delivery
c1dbb587,2,None
fea290b8,1,None
454ea712,2,Damaged Package
21cd736c,3,None
78462b61,5,None
857a610c,3,None
0308dc5a,2,Wrong Address
82ac8916,2,None
64d2a203,1,None
98453d07,2,Late Delivery
05eb19c1,1,None
53c0a6f7,1,Wrong Address
65468d4b,2,None
13dc4431,1,Damaged Package
eb450a17,5,Late Delivery
7361f9d5,3,Late Delivery
fec27259,2,Damaged Package
171eada0,1,None
90bbfc1d,1,None
997eab95,1,None
b57ab2d4,1,None
f2d43a27,5,Late Delivery
61f6d26a,2,None
6f277e73,2,None
415ee528,5,None
47014059,5,Late Delivery
a81b5bc3,5,None
0d20c3b1,2,Damaged Package
cc10677b,4,None
57d4add4,3,Late Delivery
a704fcbb,5,Damaged Package
481993c6,5,None
88ec7355,2,Late Delivery
0026ed25,2,Late Delivery
921adfb2,3,Damaged Package
29cc87dd,1,None
5960e55c,2,None
87122314,3,Damaged Package
94c28afe,2,Late Delivery
37222d5e,2,None
af987719,2,Damaged Package
d7f7b105,4,Damaged Package
b2ccccc3,4,None
1089d474,5,None
6aa03e6c,4,None
34ead8a1,3,Damaged Package
44dc6683,2,None
44ef06c3,4,Late Delivery
766f04f6,2,Late Delivery
b7c6a315,1,None
078d3e35,5,None
99bdbd6b,4,None
72d0dd48,2,None
7dc35c49,1,None
f61a657c,5,None
f6495505,5,Damaged Package
5a0a9d0c,1,None
659f558b,4,Late Delivery
aeba491c,4,Late Delivery
d38978a6,2,None
3af23d86,3,None
d9e329d8,2,None
79a73324,2,None
bd67eed7,2,Late Delivery
4ffbf9a2,1,Late Delivery
f8e0bf07,5,Damaged Package
d5a8faa8,5,Late Delivery
a58dabd4,3,None
7a26ab2c,4,None
3bfa896d,2,None
e3faa167,1,None
8f981ac6,1,None
ceb6358e,2,None
6d1a02c7,1,None
1100f9c9,1,None
a44b4d80,2,Late Delivery
15b7c5bc,3,None
2ef71bcb,1,None
5162e033,5,None
2bba0a76,5,None
f4f06431,5,None
6c74648f,2,None
dd56d59a,5,None
474c5474,4,None
975bcb42,1,Damaged Package
388d035d,3,None
e9eb4ba7,5,Wrong Address
195974d4,2,None
2f5763d0,3,None
729604ba,2,Late Delivery
557b1cd5,3,Late Delivery
e0c351d1,3,None
b74d079c,1,None
1fa3d775,3,Late Delivery
c1aa6216,4,None
1108e63a,4,Late Delivery
8d75f54a,4,Damaged Package
485780f7,2,None
4b560c41,1,None
a1228925,2,None
7490a687,5,None
a7f3687e,4,Late Delivery
940ca8bc,1,None
7124b81f,4,None
18a62b81,1,None
830f537e,2,None
4447a6e6,2,Wrong Address
ce2b04ed,4,None
1fd2af91,3,None
e7796c28,1,None
9372dd6e,5,None
57a71a5b,3,Damaged Package
c869ff12,2,None
d1be1948,1,Late Delivery
21396599,3,None
911f3511,5,Late Delivery
f2cb7b4c,3,Damaged Package
4de3e302,5,None
59579f4b,2,None
43579931,1,None
c6573942,2,None
f7bb1d7e,1,None
9b2f47ae,3,Damaged Package
e2e2666e,2,None
a640e4a6,1,Late Delivery
c0aec8bc,5,None
d237e856,1,None
6c491f9e,2,Late Delivery
98d31e26,2,Damaged Package
38770cd2,3,None
893dc928,5,None
d8c13db8,1,Late Delivery
278fef94,2,Late Delivery
319dcc79,1,Damaged Package
25f7bb41,4,None
2abf5208,5,Late Delivery
92eb5c70,5,None
54204bc1,4,None
1f7a152b,5,None
d2c868c0,4,None
58c1bc33,1,Damaged Package
9479b1fe,4,None
43341566,3,None
fbf4c8cc,4,Late Delivery
02f95bc4,1,Late Delivery
43f76b9d,5,None
a5125e33,3,None
56ddf27d,4,None
768f9f5a,1,None
3b9f4dee,3,Wrong Address
fe48498d,3,None
538585d9,3,Damaged Package
7714b4d4,4,Late Delivery
da9627f7,1,Late Delivery
b97955de,1,None
cac0141e,1,None
c7f0a6a0,2,Late Delivery
33d2b3f3,5,None
c3b5ec74,1,Late Delivery
475eb99a,2,None
40c96284,2,Late Delivery
c961d979,3,Wrong Address
22886770,5,Late Delivery
09060085,3,None
68a94af4,5,Late Delivery
80fad2b9,3,Late Delivery
c1162498,4,Damaged Package
5dc328d3,5,None
4e37bf1c,2,Late Delivery
ea734968,2,None
99e0afe6,5,Late Delivery
f627f7cb,3,Damaged Package
00e97cee,4,Damaged Package
0a6f40a8,4,Late Delivery
cd88ac6c,1,None
73ccf1a4,5,Damaged Package
370e4ef1,4,None
bd2fac37,3,None
62937e6b,3,Damaged Package
13950b95,2,None
7287081b,4,Late Delivery
bd732a50,4,None
6ca88ca2,3,None
435bd583,2,None
bea42e47,4,None
b595f1e5,3,None
921c1749,2,None
37a6a6cf,2,None
171b4e52,3,Late Delivery
ced7e67c,2,None
77b10fb6,2,Damaged Package
147fa85a,1,None
d222bc4e,2,Damaged Package
2f54894a,4,Late Delivery
d093c741,2,None
69b7db2d,4,None
fdd4fa24,3,Late Delivery
0e5d464f,2,Wrong Address
2cef0bf5,3,Wrong Address
1f57bdf8,5,None
fbd71629,2,None
a2be3ae5,3,None
d41e4bb2,5,None
f48e9da1,4,None
912ab961,4,None
4d15d536,4,Late Delivery
5a3a5caa,4,Late Delivery
3407b2ce,4,None
836728a6,1,None
7df6f3c5,3,None
48e06dbd,5,Damaged Package
edbb6530,5,Damaged Package
5cdfd697,2,None
f2e4785b,3,None
00df4c4e,1,None
5cdd9004,1,None
a647f354,3,None
0106934f,4,None
436b9e90,4,None
e5599c44,3,Late Delivery
31e88a7d,5,None
739f8052,4,None
c85954d2,2,Late Delivery
20162d73,1,Damaged Package
704d69e8,4,None
a4a0d4e4,5,None
6712b378,4,Damaged Package
da161a34,4,None
a871bc1a,1,None
6b2de611,2,None
a7d2adac,2,Late Delivery
5586cd75,5,None
eb8d1a82,3,Late Delivery
7a75558e,3,None
cf086a71,3,None
8241475f,5,Late Delivery
2e58f523,4,None
cd4d1854,2,None
1c79dd3b,2,None
e17960a2,4,None
65181771,2,None
8ea6f929,2,None
99004a01,3,Late Delivery
e5267610,3,Late Delivery
67ce58c2,1,None
04cad257,1,None
66d2c903,2,None
35f11a3a,3,Late Delivery
d5584a7e,1,Late Delivery
602a3054,1,None
ab5b94d2,3,Late Delivery
47cf974e,1,Wrong Address
dffbf912,4,Wrong Address
6979d16e,4,Wrong Address
7423cde4,3,Damaged Package
f2290377,3,None
31522c20,1,None
571a6323,2,Late Delivery
bbfa24c9,5,None
93b8eba4,4,None
9c2288b2,4,None
bcfcd7ae,3,Late Delivery
88bf915d,2,None
a6d84cfc,3,None
448b5557,1,Late Delivery
204f7729,2,Wrong Address
268423c1,1,None
330a6206,4,Late Delivery
f96f3b46,3,None
9846be5a,3,None
ee25a162,5,None
d7d67564,2,Damaged Package
0f94c8ac,4,Damaged Package
9215d437,5,Late Delivery
9eeb70b6,5,None
616942b9,3,Late Delivery
e82edf9a,2,None
170b8b43,3,None
a860dfde,2,Late Delivery
ba815a50,5,Late Delivery
e193256d,1,Damaged Package
063f994e,4,None
7024c552,5,Damaged Package
be3b64a9,3,None
35c37a61,4,None
04ace90c,5,Late Delivery
4d2b9458,2,None
222e2259,3,None
570d62ae,5,Late Delivery
06c4ef8f,2,Late Delivery
6ad91ef7,2,None
6e2ff588,2,None
5e40f554,4,Late Delivery
cc60e71b,3,Late Delivery
39c2de0f,2,Damaged Package
94dcac89,5,Late Delivery
fc3cf070,2,None
49b81917,3,None
6f4b0133,4,None
0c93bcf8,2,None
f42a870f,5,None
4660ebef,3,None
3bf1cdb4,2,None
11b09e2d,4,None
326f4ab8,1,None
f1ea8eb3,5,None
bc98c3a0,2,None
c9ab2a7f,2,None
73bfdeb1,1,None
d7554457,3,None
f62a78e9,1,Late Delivery
c6e555b3,3,Damaged Package
e966cfd6,2,None
3f113b8d,1,Late Delivery
2fcdd27d,2,Late Delivery
3a016a3c,1,None
c43ee90d,2,Damaged Package
201e9a39,2,Late Delivery
c5ce12f2,2,None
def189e5,4,Late Delivery
ff2fa88d,1,Wrong Address
14f1c9ca,4,Damaged Package
4522f26c,2,Wrong Address
d857bcb3,5,None
ee5e95ab,3,None
b57ad389,1,None
42c6a0fb,1,None
1ad5047a,3,None
e36adf0a,4,Damaged Package
b57d548e,3,Late Delivery
d86b746b,5,Late Delivery
e786be1c,2,None
ff57d446,3,None
9b352cc5,3,Late Delivery
28072ee7,2,None
8e053f1e,1,Late Delivery
40a13b49,5,None
111c8340,3,None
ecb8c0ea,3,None
2c3d57d6,1,None
71cd8bd6,5,Late Delivery
54aeebff,2,None
aef3acd2,2,Wrong Address
bb5c111d,4,Late Delivery
9b44253b,5,Late Delivery
1face030,5,None
b21eb8af,3,None
1eb4dd98,4,None
2c4c7c2c,2,Damaged Package
973d9d20,5,None
a13ed3a1,5,None
d5051e15,1,None
c3511aff,2,Late Delivery
98670447,1,Late Delivery
b25c0c9c,4,None
464ed258,5,Late Delivery
0d8cd61e,4,Wrong Address
d84f5d2c,1,None
a0b4ddd0,2,None
bfaeef46,5,None
898cc26c,2,Wrong Address
f02844da,4,None
5431c6ba,3,None
d9ab23b0,2,None
e7b258a5,2,Wrong Address
66f4f680,2,Late Delivery
1b745e64,5,None
9a9594bb,4,None
992ed10e,4,Damaged Package
8b8fffc2,5,Late Delivery
112279c6,2,None
5ba77bb9,2,Late Delivery
61cf442a,3,None
ff94ab82,2,Late Delivery
9b06ffad,1,None
ecf53282,2,None
072a30a4,3,None
a51458b1,1,None
3e100c99,3,None
dbfac5d6,3,None
838f0a4b,4,None
17880dae,5,Damaged Package
2a8c8c06,3,Late Delivery
3850b6e8,2,None
3259daeb,4,Late Delivery
68e4d324,1,Late Delivery
de290a30,5,None
4142e166,4,None
d548a5b3,3,None
f288291f,4,None
1a89807f,2,Late Delivery
aedfb662,2,None
bbe76c98,2,None
3e471ff1,5,Late Delivery
63f06ad2,4,None
2338dec4,4,None
8f1e10cb,3,Late Delivery
01d729fb,1,Late Delivery
a48011e4,2,None
1ecb2d37,1,None
9f3c1061,1,Late Delivery
5c7994dd,2,Damaged Package
9253ba24,2,Wrong Address
0e7065c4,3,None
e6c1890d,5,None
a392d1cb,2,Damaged Package
5b4a44db,1,None
eb2cb82c,3,None
85297969,4,None
47737a73,3,None
132e2f83,2,None
b037652b,2,None
3f908d53,5,Wrong Address
d68ff8d9,3,Late Delivery
c33ee6a3,2,None
c8bf61e3,1,None
d64fe61e,1,Late Delivery
1fc5d4c5,3,Damaged Package
74d66cbe,5,None
807f5826,3,Late Delivery
3bca4ede,5,None
af76a830,1,None
616fc0b0,2,None
68a54192,4,None
286bc082,2,Late Delivery
9503bb8b,1,Late Delivery
9e418379,1,None
0ce67a44,2,None
c6ce1af1,2,None
951d1c36,1,Late Delivery
d0a23cf8,2,None
6268946c,4,Damaged Package
597091d6,4,None
9565be3a,3,None
ff7ca2d4,4,None
5ac2c492,1,None
8967e725,1,None
ba676fa8,3,None
0486aa95,5,None
7b255cd0,3,Late Delivery
7b18deb7,5,None
565dd52f,5,None
95fcd00d,2,None
e8ede705,4,Late Delivery
dcde41de,5,None
d3e87601,2,None
03ed825f,3,None
339a6ba4,3,None
9057de67,5,Late Delivery
479eabf7,2,Late Delivery
98cb4ed5,1,Wrong Address
1d083e5c,4,None
d02d1b13,5,None
9195c8a3,1,None
d6140489,4,None
6ef6749e,1,Late Delivery
3ccd0e2e,2,Wrong Address
16af25ad,5,None
43453ba4,1,None
55dda70a,1,None
c91046aa,1,Damaged Package
349ff7c5,5,None
a284ba6c,2,Wrong Address
30c1a907,2,Late Delivery
95dc2975,1,Late Delivery
d8157d1e,2,None
d2ddd7f3,4,Wrong Address
d7caa946,2,Late Delivery
e6b4fba8,1,None
a0cb17c9,4,None
462762a1,5,None
d2c5d5a1,3,None
c673949b,2,None
6ce079cf,4,Wrong Address
be52a478,3,Late Delivery
f6bce11f,5,Late Delivery
b96c9f97,3,Late Delivery
75643baf,5,None
ad0edc87,1,None
32d0fa4a,1,None
378219c2,5,Damaged Package
ff7857b5,3,None
4eff6b70,2,Late Delivery
414926e1,3,Late Delivery
54121d92,3,None
19823c2e,2,Wrong Address
f5b79dbc,3,None
6933ca3b,3,Late Delivery
69859322,4,Late Delivery
bb2c1514,5,Wrong Address
28c496c2,1,Damaged Package
325731c9,5,None
cf398d59,3,None
c211c03f,2,Damaged Package
e2836bce,2,None
63ea679e,1,None
23d46755,1,Late Delivery
05f2eab0,1,None
c49a1061,2,Late Delivery
b95dfa1a,3,Late Delivery
7547295a,1,Late Delivery
02440783,1,Late Delivery
99874d97,2,Wrong Address
a8979e20,3,None
e92fd3b5,1,None
07e0f7ff,3,None
c311a570,4,Damaged Package
447e8c15,1,None
ed013212,1,Late Delivery
be9ca542,2,None
a92e95f4,4,Damaged Package
117b0efd,4,Damaged Package
aaa8001e,4,Late Delivery
65563be8,5,None
aa80b7c8,2,None
4dc77c60,2,None
6f9ae7f3,1,None
c83a483c,2,None
0179982b,1,None
c0154f5a,1,None
bd2ecfae,5,Late Delivery
dede4d12,2,Damaged Package
ae658ece,2,None
08a77f6b,5,Wrong Address
c1f1fcb6,5,None
6362050f,2,None
f5156b5f,2,None
44e5cdeb,1,Wrong Address
ee8d0bcb,3,None
459e36f3,1,Damaged Package
2a19d2cb,4,None
60dce10e,4,Damaged Package
7ff4071d,3,None
6a8c8fc1,5,Late Delivery
6d00ea61,4,Wrong Address
92d04da6,5,Damaged Package
a452e386,5,Damaged Package
5db0f068,1,None
0c97df9c,5,Late Delivery
25b12406,3,Damaged Package
4bd006fd,1,None
566837d1,3,Late Delivery
afedc6a6,5,None
56ef67a7,4,None
4deb8aab,5,Late Delivery
ea980429,3,None
db3d37a1,2,None
17ab92c2,2,None
abf7a0e2,4,Late Delivery
789d46fc,3,Late Delivery
361c19c6,4,None
fe2f3983,1,Wrong Address
6c55c281,5,None
32ecf5fd,1,Late Delivery
000e3d4e,2,None
1d04524a,5,None
01e732f6,1,None
3a29ab3e,2,None
cfc71c59,1,Late Delivery
2fa2ee90,5,Late Delivery
47e634f2,1,None
69b03de1,5,Late Delivery
971b02bb,1,None
4253dd4e,4,Late Delivery
b11f2416,1,Late Delivery
a8c0356f,1,None
6199de0f,4,Late Delivery
0c1fb02c,2,Damaged Package
316d1f62,5,None
69608bfc,3,None
efa87c5f,2,Late Delivery
3d809aaf,5,None
c24889d1,1,Late Delivery
fe23d100,2,None
04f243f7,1,Damaged Package
f678d368,2,Late Delivery
30a90fcf,2,Damaged Package
3042b4ab,3,None
e5f301c2,4,None
83cc4a73,2,None
4278ccc3,1,None
08237a2e,3,Damaged Package
efaa10bc,2,Damaged Package
6cefb324,4,Late Delivery
c1285d32,1,Late Delivery
c649f7f2,3,Wrong Address
4530f6a4,5,Damaged Package
6afd2629,4,Late Delivery
5fec787b,5,None
d92b7d96,5,None
ba6fb7d3,3,Late Delivery
261712b5,3,Late Delivery
4e398cac,3,None
2eaa76be,5,None
48b6767a,1,Late Delivery
f13a6847,3,Late Delivery
493524a5,4,Late Delivery
5b6fec5c,3,None
accb1170,3,Late Delivery
54fb0572,3,Late Delivery
93ae3cd4,5,None
98106b17,1,Wrong Address
98c5b8f3,3,Late Delivery
78980c4c,5,Damaged Package
d1bc87a7,4,None
9b766905,1,Late Delivery
6c131531,5,Late Delivery
438df3f4,2,None
21099001,4,None
6fc6bcac,4,None
8cbaa2ac,2,None
5a52a891,5,None
15e6aa29,5,Late Delivery
f2ade415,4,None
ae10c6c7,5,Late Delivery
674092aa,2,Late Delivery
59f3b1bd,5,None
37cc7ffa,4,None
cf39723a,5,Damaged Package
631cef1f,1,Damaged Package
b2f048e5,2,None
15026bb5,2,Late Delivery
6cf02600,3,Wrong Address
facd217b,5,Wrong Address
ef5afd00,2,None
1afaba39,5,None
7259bdcf,1,Late Delivery
ac2b25c3,4,None
420ee061,4,Late Delivery
f1b7976b,3,None
f4c40a2f,3,None
be8b90f7,2,None
df0b8d5a,2,None
314a6b40,2,None
a86e7882,1,Damaged Package
9b63c21d,3,None
264e6919,3,None
fd1a1744,4,None
bade9307,3,None
dd137c6f,3,Late Delivery
ed0e9f0a,1,Late Delivery
e696a6ca,2,Damaged Package
133d4ee4,1,Late Delivery
f285407f,5,None
5506d0c5,4,None
0d369dcf,4,None
2b3a45dd,4,None
482da42f,2,Late Delivery
8e854caf,2,None
0001ff66,2,None
ba54b854,4,None
f8651d25,4,None
f0400f2b,4,None
0302083c,5,None
12a745f5,5,None
4ac0ca73,4,None
94b2da15,2,None
24a8c611,2,None
df0b8ff3,5,None
8773fcb6,5,Wrong Address
09a5bc0c,4,Late Delivery
3a738042,4,Late Delivery
3630ef65,2,None
e4336cf5,3,Wrong Address
77423e23,2,Late Delivery
32ce6f29,2,None
b3279e1a,4,Late Delivery
2b62a5a8,3,None
16175735,3,Late Delivery
f6691a35,4,Late Delivery
c314be39,1,None
63111ab4,4,Late Delivery
867c9b3b,5,None
55946a50,3,Damaged Package
0bd30919,4,None
6dd4f56c,2,Wrong Address
a6068528,2,Late Delivery
4ecb2d38,2,None
fdf8922b,4,None
cd020026,1,None
dc597d29,5,Late Delivery
739c8632,2,None
49187245,4,None
84e0e4b2,1,None
23d47225,3,None
184d5f2a,3,None
a404e7f7,5,Late Delivery
e1e71875,4,Wrong Address
1fbbf351,4,Damaged Package
d3433dd3,2,Damaged Package
416f0d56,1,Late Delivery
95df5263,5,None
dc1c3fdf,1,None
0bd1b342,5,None
11147463,4,None
7692adab,4,None
aa830b1e,5,Damaged Package
674294e6,1,Late Delivery
4534581a,3,Wrong Address
99bcd8c3,3,None
7c7560f2,2,None
6a0aba26,2,Late Delivery
96d8019b,1,None
f9bed7ed,4,None
a7397bb3,1,Late Delivery
fb1e73ae,5,None
2457a04f,3,Damaged Package
316715be,2,None
04f2b5be,1,Damaged Package
e987de2b,1,None
9592feb6,5,None
fc995080,4,None
7cfc13d4,4,None
790aedbb,3,None
9c2a7f86,2,Damaged Package
af854506,4,Late Delivery
2117bbba,4,None
e57981ba,4,None
4533551d,1,None
c22bb7bb,4,None
68eac1a1,5,Late Delivery
21efaf6a,3,None
dff535d1,4,Damaged Package
599e2dbc,2,None
14750e60,1,Late Delivery
6fbc2109,5,Late Delivery
44689845,3,None
60339f30,1,None
e4c87164,5,None
721dc12e,1,None
95fafc52,3,None
8bfc95e3,3,None
48584bd5,4,Late Delivery
850dbdb5,2,None
0871a8ae,4,None
d5230a14,1,Damaged Package
bb3d9763,4,None
727023cf,3,None
f770a067,3,None
08a599b4,3,Late Delivery
c8ba33e4,4,None
c31b4633,5,Late Delivery
e2b9879c,4,None
9e513bc6,4,None
fcc06d2d,4,Late Delivery
ed3808c8,4,None
9be61de2,3,None
5f591481,2,None
4783d3d6,4,Damaged Package
3bc683fa,4,None
c66b3685,2,None
ceaca3da,4,Late Delivery
954bf8b1,2,Wrong Address
30e189c1,3,Late Delivery
8f7f4ad1,5,Damaged Package
1fb370cc,4,Damaged Package
f6c76cf6,5,None
51f1b0f8,4,None
d2f50a83,1,Late Delivery
346bc27a,1,None
4552d3c7,3,None
01fe4a60,5,Wrong Address
635b2075,5,None
46e92db7,2,Damaged Package
c48e5374,2,Late Delivery
0d51b637,4,None
2ce720c8,2,Damaged Package
1cad4e2c,2,Late Delivery
fbac9d47,5,None
8605ec0b,1,Damaged Package
f462bf4c,5,None
385a4d17,2,Late Delivery
4f090ce6,4,None
b144fbab,1,Damaged Package
61c5996c,2,Late Delivery
5e43d1a4,2,None
c9e659ce,4,None
8769b304,4,None
58eaf6be,2,Late Delivery
72eacf0d,2,None
d24dd481,5,Wrong Address
7807bef9,3,Damaged Package
cfd2b344,4,Late Delivery
8fabf7aa,4,None
a15d7799,5,Damaged Package
f033559e,1,Late Delivery
bcda78fa,1,None
e7f70513,1,None
63b410fd,4,Wrong Address
ae250ac7,3,None
af16ccb7,3,Damaged Package
54f4bcd1,5,Wrong Address
fb9b01d6,1,None
da6089b2,1,Wrong Address
a214062e,2,None
6abc0d23,5,None
ced3bcd3,5,None
5f7eed1c,4,None
c092783d,4,None
654cf65c,5,None
a75d725a,3,None
b4d6b676,5,None
ebedc5fd,3,Late Delivery
23d9889c,4,Late Delivery
44de8049,5,Late Delivery
37fa07f1,3,None
0c0845f4,2,None
6783e52c,2,None
0cbe2ecc,5,None
0e146958,1,Late Delivery
d14fe139,5,None
b7e44286,4,None
d0120233,4,None
91431612,2,None
b0663e7a,3,Late Delivery
600ac626,2,None
c1cc3ef5,3,Late Delivery
d6e52a70,5,None
2cdfd289,1,Damaged Package
28fea2e5,4,None
fdaf5836,5,None
6ec04a40,2,Late Delivery
ee5a17f2,5,None
bbb0c1b9,1,Damaged Package
9f4e8766,3,Late Delivery
806fd5c1,1,Late Delivery
310ac7aa,2,Late Delivery
e761331f,1,None
dc816770,4,Late Delivery
122ac0bf,1,None
278cb997,5,Late Delivery
b34f6727,3,Late Delivery
febfd84a,4,None
e5d01b42,4,None
1974d222,4,None
67aadf23,2,Late Delivery
c908080e,2,None
be347a9f,5,None
10afdf74,3,None
0bddf585,1,None
942eff75,5,None
a43f85ec,2,Damaged Package
2f14954f,5,None
30f15e3a,3,None
e96ba8ea,5,None
3b320fe1,4,None
95f6177e,1,Late Delivery
62a5ad9a,2,None
06f486a6,2,None
b6cf061c,3,Wrong Address
6a536fc4,3,None
186e1c7b,3,None
3d712a21,2,None
417574dd,4,None
778697fc,1,Late Delivery
e0da7f77,3,Wrong Address
46651610,2,Late Delivery
2594c293,4,Late Delivery
2f630b7e,3,Wrong Address
eb6dd1d8,3,Late Delivery
be7af701,1,None
86ef7bf6,1,None
d035eb54,5,None
748c8729,3,None
39a52a7d,5,None
c191336f,2,Late Delivery
2b95094f,1,None
60a48a3f,4,Late Delivery
96a42cb4,3,None
a6fd90a7,3,None
615732f6,5,None
20515914,1,None
1a76587d,5,Late Delivery
070fa3fb,3,Damaged Package
e5d45986,1,None
56e68cd3,3,Late Delivery
3d404adf,1,Damaged Package
9ab90ace,3,None
f9751c15,4,None
24e11164,5,None
321b9739,1,None
25e01b00,5,Wrong Address
a6081acd,1,None
89c76386,1,None
1ffa445f,1,None
f630c9ee,3,Damaged Package
39aff7cf,2,None
5ff80648,3,None
1dbc1fde,2,None
4d5e87e5,3,Late Delivery
1d157e69,2,Late Delivery
68e5e27e,1,Wrong Address
280df064,1,None
cfe15a55,2,None
1247baf6,2,Damaged Package
cf478608,5,Damaged Package
6e354e92,1,None
956d924d,3,None
af27d6f5,5,None
3bf3c34f,2,None
01d49150,3,Late Delivery
a51d6e49,4,None
33810885,4,Late Delivery
0c238c31,4,None
da9dd194,3,None
5d685cd6,2,None
a401cf35,3,None
8fd39a32,5,Damaged Package
c26dce2d,5,Late Delivery
fdcef8ff,4,Late Delivery
fd96323b,2,None
2a668899,5,None
7b2f3c19,1,None
577a6ba3,1,None
9ff5622a,4,None
fb7b232b,4,None
fe99f178,4,None
b165f3f3,5,None
9f081f73,2,None
e029005d,4,Wrong Address
04bc9c05,3,None
e8079747,4,None
7fe76bfd,5,Late Delivery
a66fafc6,2,None
9dd4ace9,4,Late Delivery
a1da3c43,1,Damaged Package
5d275724,4,None
b67e1afb,4,None
0c29a320,2,None
581b0a64,3,Late Delivery
83fa49d3,4,Damaged Package
f7d310c1,4,None
b57a9cf2,5,None
f86fd526,2,Late Delivery
d4e5e1a3,5,Wrong Address
79a7019f,4,Damaged Package
4d67228e,4,Late Delivery
8216269f,1,None
c7920141,5,Late Delivery
88e30345,2,None
b85a3a58,4,None
f2d4b1aa,1,None
dbe6b115,1,Damaged Package
16fe6f7e,3,None
5ffd503a,2,Late Delivery
ebfd6a1b,1,None
66617bdf,2,Late Delivery
12d2f99c,4,None
f50996ea,3,Wrong Address
775e1e21,2,Late Delivery
abe9e5de,3,None
1e6bd329,2,None
cd3c70f1,2,Late Delivery
17241cf3,5,None
967d1217,3,None
db3768b9,2,Late Delivery
d975b4d0,5,Late Delivery
4fc22dd0,5,None
1d1835de,3,None
c31fc6cf,4,Late Delivery
26efe933,3,Damaged Package
8c1c268f,2,Late Delivery
5ea95cb4,4,None
e106b87a,3,Damaged Package
7e3a6180,3,None
dbc6ef59,3,None
99b8b7d4,3,None
78d5f4b4,4,Late Delivery
cd2af96b,2,Wrong Address
4f5edd6b,5,Wrong Address
4ff9ef63,3,Late Delivery
217b6391,5,None
d2ddcda9,5,None
45feeba3,5,None
23ff942e,3,None
e6c3c05b,3,Late Delivery
acf532df,3,None
4956fec5,3,Late Delivery
c7daa2c9,1,None
33fe2bbf,2,Damaged Package
56b1f36c,1,None
13c2fa1e,4,Late Delivery
f0fc5a64,1,None
f0eda08f,1,None
1236bed9,1,None
88d2e2c1,2,None
9b2a9249,5,None
f56e19ea,4,None
18746101,4,Damaged Package
88dac1f9,2,Late Delivery
dee9971b,1,None
7f108fe7,5,Damaged Package
2ed896d8,3,Damaged Package
513be316,2,Late Delivery
ed29aef8,5,None
3a4d6347,2,None
99fa4371,2,Late Delivery
450d4d4e,3,None
5721f064,5,None
9119dc6f,1,None
b0043387,5,None
e0e0ed8c,5,Damaged Package
0d92930a,1,Damaged Package
df83d796,3,None
738c600e,5,None
e1e39290,1,None
40ae7e5e,2,None
1b32abe8,2,None
d193211f,1,Late Delivery
fe000c5d,2,None
a8a1da2a,5,None
f3b72b92,1,None
3d11e4f7,5,None
014b5b46,4,None
