Order_ID,Order_Date,Delivery_Date,Delivery_Status,City,Carrier_ID,Delivery_Zone
c8b85e61,2023-01-01,2023-01-03,Delivered,Delhi,C003,East
5e292f56,2023-06-07,2023-06-12,Delayed,Bangalore,C010,South
3f149661,2023-04-01,2023-04-03,Delivered,Pune,C006,East
1837e7ae,2023-03-03,2023-03-04,Delivered,Bangalore,C001,Central
fdab8f40,2023-05-27,2023-05-29,Delivered,Kolkata,C002,South
888ffcb4,2023-04-17,2023-04-19,Delivered,Bangalore,C008,North
88ab37bd,2023-02-17,2023-02-21,Delayed,Delhi,C008,North
00a54bd3,2023-06-20,2023-06-25,Delivered,Mumbai,C006,North
2accf24e,2023-06-21,2023-06-24,Delivered,Bangalore,C003,West
3996f1c6,2023-01-22,2023-01-27,Cancelled,Hyderabad,C002,East
fcc7f4da,2023-05-15,2023-05-18,Delivered,Delhi,C006,East
a1a78b8a,2023-04-03,2023-04-06,Delayed,Chennai,C001,South
410db157,2023-01-18,2023-01-22,Delivered,Kolkata,C010,West
2e085829,2023-05-15,2023-05-16,Delivered,Delhi,C006,East
956dad0f,2023-05-20,2023-05-24,Delivered,Mumbai,C009,South
5fd87584,2023-05-10,2023-05-11,Delayed,Pune,C007,Central
618034df,2023-05-10,2023-05-14,Cancelled,Pune,C009,East
f66003cc,2023-05-22,2023-05-26,Delivered,Delhi,C002,East
4a55d83f,2023-01-06,2023-01-11,Delivered,Chennai,C005,Central
1fc7d581,2023-04-10,2023-04-15,Delivered,Pune,C009,Central
ef6d7ac9,2023-05-01,2023-05-02,Delivered,Kolkata,C007,East
d24e858b,2023-01-12,2023-01-14,Delivered,Hyderabad,C009,Central
8ee7791d,2023-06-12,2023-06-17,Cancelled,Chennai,C006,South
cfc01ab8,2023-04-10,2023-04-13,Delivered,Ahmedabad,C007,East
de0deaa1,2023-04-06,2023-04-08,Delivered,Ahmedabad,C010,East
d9d88c3b,2023-03-06,2023-03-09,Delivered,Delhi,C005,North
ceccd132,2023-01-05,2023-01-06,Delivered,Chennai,C006,East
3d9e4bd5,2023-04-02,2023-04-07,Delivered,Pune,C001,North
4d38986a,2023-01-18,2023-01-19,Delivered,Pune,C001,Central
2bf86960,2023-03-30,2023-04-01,Delayed,Delhi,C002,Central
a2197177,2023-03-03,2023-03-07,Delivered,Pune,C004,South
bf8f4546,2023-06-18,2023-06-22,Delivered,Pune,C009,North
849957f1,2023-06-10,2023-06-15,Delivered,Hyderabad,C007,East
3f204194,2023-01-27,2023-02-01,Delayed,Hyderabad,C006,North
ca159d44,2023-05-29,2023-05-30,Delayed,Mumbai,C001,Central
9d8eb6a3,2023-03-27,2023-03-29,Delivered,Hyderabad,C005,Central
42858a66,2023-02-04,2023-02-08,Delayed,Bangalore,C004,South
355e2a9e,2023-01-12,2023-01-17,Delivered,Chennai,C005,Central
bb985a6c,2023-04-01,2023-04-05,Delivered,Chennai,C009,North
5b7f4627,2023-05-20,2023-05-25,Delivered,Delhi,C003,East
08988a1d,2023-03-28,2023-04-01,Delivered,Hyderabad,C004,East
0efe47bb,2023-06-14,2023-06-18,Delivered,Mumbai,C008,North
070a87dc,2023-02-14,2023-02-19,Delayed,Pune,C003,South
0675f6df,2023-06-25,2023-06-28,Delayed,Mumbai,C003,East
8d247dfb,2023-04-29,2023-05-01,Delivered,Mumbai,C009,North
584ecc0b,2023-06-28,2023-06-30,Delivered,Kolkata,C005,North
467baceb,2023-05-03,2023-05-04,Delivered,Pune,C010,Central
6862a18a,2023-06-11,2023-06-13,Delivered,Bangalore,C001,Central
941e7178,2023-02-16,2023-02-21,Delivered,Hyderabad,C007,South
d5cdef46,2023-02-04,2023-02-06,Delivered,Pune,C007,South
a7646053,2023-01-17,2023-01-22,Delivered,Mumbai,C006,South
0cee7312,2023-04-28,2023-04-29,Delayed,Pune,C006,North
e1d5ca18,2023-01-10,2023-01-15,Delivered,Bangalore,C003,North
d72815c0,2023-03-17,2023-03-21,Delivered,Chennai,C003,Central
fdda41df,2023-02-21,2023-02-26,Delayed,Delhi,C010,East
db0c4b67,2023-01-12,2023-01-17,Delivered,Hyderabad,C009,South
5fb31efb,2023-02-21,2023-02-24,Delivered,Hyderabad,C001,West
170419ff,2023-01-11,2023-01-14,Delivered,Kolkata,C007,South
c6e92041,2023-03-22,2023-03-24,Delivered,Chennai,C010,Central
92850fd3,2023-03-21,2023-03-24,Delayed,Hyderabad,C007,North
bb0bfb13,2023-05-12,2023-05-15,Delivered,Kolkata,C008,Central
28e0d278,2023-04-12,2023-04-17,Delivered,Kolkata,C006,Central
5b44c20b,2023-05-20,2023-05-21,Delayed,Kolkata,C008,Central
6134fe93,2023-05-02,2023-05-04,Delayed,Ahmedabad,C001,West
4cb608db,2023-03-06,2023-03-08,Delayed,Hyderabad,C001,West
b9ad4eed,2023-01-10,2023-01-11,Delivered,Hyderabad,C009,South
8935c517,2023-06-15,2023-06-20,Delivered,Hyderabad,C004,North
f6b4fbeb,2023-02-18,2023-02-20,Cancelled,Bangalore,C003,Central
1977032e,2023-03-15,2023-03-18,Delayed,Kolkata,C006,East
b0b3cc31,2023-04-02,2023-04-03,Delivered,Bangalore,C010,South
d195ea97,2023-01-13,2023-01-15,Delivered,Delhi,C009,South
163d64f5,2023-06-17,2023-06-20,Delivered,Hyderabad,C010,Central
a7436f1f,2023-03-26,2023-03-28,Delayed,Ahmedabad,C004,South
b66743ba,2023-03-11,2023-03-14,Delivered,Pune,C009,Central
7e2bd5e3,2023-02-01,2023-02-02,Delivered,Chennai,C005,South
98a45389,2023-04-05,2023-04-07,Delivered,Ahmedabad,C007,North
8bc3cf67,2023-04-22,2023-04-24,Delivered,Mumbai,C003,South
5044b2d3,2023-04-13,2023-04-18,Delayed,Delhi,C003,South
9414f705,2023-04-23,2023-04-24,Delivered,Pune,C003,East
455df75f,2023-04-09,2023-04-10,Delayed,Mumbai,C008,North
55263efb,2023-03-28,2023-03-31,Cancelled,Mumbai,C006,North
40e92797,2023-02-17,2023-02-22,Delivered,Hyderabad,C009,North
436351f6,2023-05-08,2023-05-11,Delivered,Chennai,C009,South
efcc692c,2023-06-27,2023-06-30,Delivered,Mumbai,C008,West
6f1968f1,2023-05-08,2023-05-09,Delayed,Kolkata,C001,South
cf886b45,2023-04-05,2023-04-10,Delivered,Pune,C006,Central
725aa4ff,2023-05-13,2023-05-16,Delivered,Ahmedabad,C004,East
4647b221,2023-03-10,2023-03-12,Delayed,Ahmedabad,C004,North
4301cbe6,2023-01-22,2023-01-26,Delivered,Mumbai,C003,Central
d9bd3e42,2023-04-19,2023-04-24,Delayed,Delhi,C009,Central
302faa60,2023-01-21,2023-01-24,Delivered,Chennai,C002,West
360c6e9c,2023-04-21,2023-04-24,Delivered,Chennai,C001,North
4cbb71e1,2023-06-04,2023-06-05,Delayed,Ahmedabad,C010,South
6ce9f756,2023-02-16,2023-02-17,Delayed,Mumbai,C003,North
34c00044,2023-05-20,2023-05-23,Delivered,Chennai,C004,East
f5622b67,2023-03-17,2023-03-19,Delayed,Delhi,C004,North
4288d50d,2023-03-24,2023-03-27,Delayed,Ahmedabad,C006,Central
b8092ca5,2023-01-27,2023-01-29,Delivered,Pune,C001,Central
6ab26303,2023-01-21,2023-01-24,Cancelled,Delhi,C001,South
db866498,2023-03-25,2023-03-26,Delivered,Delhi,C002,South
291f526c,2023-06-19,2023-06-24,Delivered,Kolkata,C004,South
cd0b1934,2023-03-17,2023-03-22,Delivered,Hyderabad,C007,East
8dfc37d5,2023-03-20,2023-03-21,Delayed,Mumbai,C006,North
e02decc5,2023-04-25,2023-04-29,Delivered,Pune,C009,West
fcc0de00,2023-06-04,2023-06-07,Delivered,Ahmedabad,C007,North
4a9f2cea,2023-04-20,2023-04-25,Delivered,Chennai,C005,South
0c543fad,2023-02-12,2023-02-17,Delivered,Delhi,C006,East
6b2fa0f9,2023-06-26,2023-06-28,Delivered,Ahmedabad,C010,North
c887b17f,2023-04-24,2023-04-28,Delayed,Mumbai,C009,Central
3928d854,2023-03-31,2023-04-02,Delayed,Pune,C001,North
89aab498,2023-04-25,2023-04-28,Delivered,Pune,C009,Central
dc89a351,2023-01-11,2023-01-14,Cancelled,Mumbai,C006,North
7bfeeeb1,2023-04-01,2023-04-03,Delivered,Hyderabad,C004,North
467a0b56,2023-06-07,2023-06-12,Cancelled,Kolkata,C005,North
e3e55988,2023-04-22,2023-04-26,Delivered,Chennai,C001,South
a775ff4a,2023-03-12,2023-03-14,Delivered,Kolkata,C007,Central
1ddb94c9,2023-06-13,2023-06-17,Delivered,Pune,C008,East
2999eedd,2023-01-15,2023-01-17,Delayed,Chennai,C005,West
194a01d2,2023-01-20,2023-01-24,Delivered,Pune,C002,Central
4b0aba4e,2023-06-21,2023-06-24,Delivered,Delhi,C008,South
ff64fe76,2023-06-13,2023-06-15,Delivered,Delhi,C010,Central
11306f1a,2023-04-14,2023-04-18,Delivered,Mumbai,C007,East
ab1796d2,2023-04-04,2023-04-05,Delivered,Chennai,C010,Central
20d34737,2023-05-12,2023-05-16,Delayed,Chennai,C009,South
f7c34940,2023-06-23,2023-06-25,Delayed,Pune,C004,South
697cd964,2023-02-10,2023-02-14,Delivered,Kolkata,C009,West
19297b11,2023-01-08,2023-01-10,Delayed,Delhi,C004,East
03714a2b,2023-02-06,2023-02-08,Delivered,Bangalore,C003,West
d96c1ff6,2023-06-05,2023-06-07,Delayed,Mumbai,C003,North
71050405,2023-06-23,2023-06-28,Delayed,Ahmedabad,C010,South
daedee61,2023-04-23,2023-04-27,Delivered,Chennai,C002,West
1f349b6e,2023-01-09,2023-01-11,Delayed,Hyderabad,C010,South
cc2c3a0d,2023-02-02,2023-02-05,Delivered,Hyderabad,C003,South
ff7dacce,2023-01-18,2023-01-19,Delivered,Bangalore,C008,North
9f8c6010,2023-03-02,2023-03-05,Delayed,Delhi,C008,South
cef6b4b2,2023-06-15,2023-06-17,Delivered,Delhi,C002,West
8df38aaf,2023-04-04,2023-04-06,Delivered,Delhi,C002,East
38abb872,2023-04-03,2023-04-07,Delivered,Kolkata,C002,Central
e3e71e36,2023-04-09,2023-04-14,Delayed,Pune,C010,West
eff096ff,2023-05-26,2023-05-28,Delivered,Hyderabad,C007,North
bbef50d0,2023-01-09,2023-01-10,Delivered,Delhi,C006,Central
f5b690b1,2023-06-04,2023-06-06,Delayed,Hyderabad,C001,South
27ce8fd7,2023-02-09,2023-02-10,Delayed,Bangalore,C002,West
ad3c1288,2023-06-23,2023-06-27,Delivered,Mumbai,C001,Central
cb95c7ce,2023-04-26,2023-04-28,Delivered,Pune,C007,West
ecf0cae1,2023-04-05,2023-04-09,Delivered,Kolkata,C006,South
c9a3d1c6,2023-04-06,2023-04-10,Delivered,Chennai,C002,West
f017d23e,2023-04-24,2023-04-25,Delivered,Bangalore,C002,North
7249781b,2023-01-20,2023-01-25,Delayed,Pune,C002,Central
5529911e,2023-05-27,2023-05-29,Delivered,Hyderabad,C008,Central
6c673a0c,2023-02-05,2023-02-06,Delivered,Bangalore,C007,Central
4b927ae8,2023-05-16,2023-05-21,Delivered,Chennai,C001,West
eeb3d94b,2023-04-04,2023-04-05,Delayed,Pune,C004,South
d29b69b7,2023-04-12,2023-04-16,Delivered,Kolkata,C004,West
acf69677,2023-03-22,2023-03-26,Cancelled,Ahmedabad,C007,West
7579dd90,2023-06-16,2023-06-17,Delivered,Mumbai,C002,Central
613d7073,2023-03-13,2023-03-14,Delivered,Chennai,C004,South
7ab43190,2023-03-05,2023-03-06,Delivered,Pune,C001,East
9badc870,2023-01-30,2023-01-31,Delivered,Kolkata,C004,South
7f11cc06,2023-01-07,2023-01-09,Delayed,Hyderabad,C001,West
1a1d12c0,2023-02-17,2023-02-19,Delivered,Chennai,C002,North
d1f8b96a,2023-05-08,2023-05-09,Delivered,Ahmedabad,C002,South
cb49a61d,2023-05-13,2023-05-16,Delayed,Bangalore,C010,Central
c2db7c59,2023-04-10,2023-04-12,Delivered,Delhi,C003,North
7f48432b,2023-05-24,2023-05-29,Delayed,Bangalore,C008,East
54016b3e,2023-01-31,2023-02-01,Delivered,Hyderabad,C006,East
cb105f80,2023-03-09,2023-03-10,Delivered,Pune,C006,North
597d406a,2023-03-08,2023-03-09,Delayed,Ahmedabad,C009,East
faacda2b,2023-06-30,2023-07-05,Delivered,Mumbai,C008,North
e2c6a029,2023-04-25,2023-04-28,Delivered,Chennai,C002,West
06274adf,2023-02-24,2023-02-25,Delivered,Pune,C006,North
5d292c91,2023-06-06,2023-06-08,Delivered,Mumbai,C001,West
b0a86932,2023-03-15,2023-03-17,Delivered,Hyderabad,C009,Central
123c5267,2023-06-27,2023-07-01,Delivered,Chennai,C004,Central
6d41f46a,2023-05-06,2023-05-11,Delayed,Kolkata,C004,East
002208a1,2023-02-21,2023-02-25,Delayed,Kolkata,C009,North
6e75a042,2023-02-01,2023-02-03,Delayed,Pune,C003,West
9baae8b2,2023-02-04,2023-02-07,Delayed,Bangalore,C005,Central
67b0724b,2023-01-19,2023-01-22,Delivered,Pune,C001,Central
73275873,2023-04-26,2023-04-30,Delivered,Bangalore,C006,Central
03b8135f,2023-02-14,2023-02-16,Delayed,Ahmedabad,C003,East
35abd4f4,2023-04-24,2023-04-26,Delivered,Hyderabad,C001,Central
8330aa4c,2023-01-23,2023-01-24,Delivered,Kolkata,C010,South
59131881,2023-06-24,2023-06-29,Delivered,Ahmedabad,C006,East
f7bc0b4c,2023-03-23,2023-03-26,Delivered,Chennai,C010,North
905b5cc5,2023-06-20,2023-06-25,Delivered,Kolkata,C002,South
7c6f642d,2023-03-30,2023-03-31,Delayed,Bangalore,C008,East
4d56b098,2023-01-17,2023-01-18,Delivered,Pune,C002,East
e727c9f4,2023-05-21,2023-05-22,Delivered,Hyderabad,C004,West
d1d6fede,2023-05-19,2023-05-20,Cancelled,Kolkata,C003,South
f58343e2,2023-03-16,2023-03-21,Delivered,Ahmedabad,C009,South
159158b1,2023-03-18,2023-03-21,Delivered,Hyderabad,C002,South
26e90010,2023-02-10,2023-02-11,Delivered,Ahmedabad,C003,Central
e8fcf504,2023-06-29,2023-07-04,Delayed,Kolkata,C007,Central
cdb5bfb7,2023-06-13,2023-06-17,Delayed,Pune,C004,North
d28cfeb6,2023-02-14,2023-02-16,Delivered,Mumbai,C006,North
7aa766cb,2023-04-03,2023-04-04,Delayed,Pune,C003,North
2c03c5da,2023-05-11,2023-05-13,Delivered,Kolkata,C001,Central
8568097d,2023-02-27,2023-02-28,Delayed,Bangalore,C006,West
0d2f4a8c,2023-02-01,2023-02-03,Delayed,Pune,C004,North
c65ac3d9,2023-02-21,2023-02-25,Delayed,Chennai,C002,East
9da85558,2023-02-05,2023-02-09,Delivered,Bangalore,C007,Central
1d516832,2023-03-02,2023-03-04,Cancelled,Bangalore,C010,West
589e7b6d,2023-05-07,2023-05-10,Delayed,Bangalore,C005,East
d2ee7f01,2023-01-07,2023-01-10,Delivered,Hyderabad,C006,East
8fa3a4a9,2023-04-03,2023-04-05,Delayed,Delhi,C006,Central
871cf06a,2023-05-22,2023-05-26,Delivered,Delhi,C009,South
ea96d5c4,2023-05-27,2023-05-28,Delayed,Mumbai,C002,West
e4871d14,2023-04-05,2023-04-09,Delivered,Ahmedabad,C006,Central
7a41c2f5,2023-04-30,2023-05-02,Delayed,Ahmedabad,C009,South
19f82ccf,2023-05-22,2023-05-23,Delivered,Bangalore,C004,Central
5d4ebc63,2023-02-03,2023-02-05,Delivered,Delhi,C006,Central
efbd11de,2023-06-06,2023-06-07,Delivered,Mumbai,C007,East
34a5027a,2023-01-23,2023-01-26,Delivered,Hyderabad,C001,Central
dff4d864,2023-01-17,2023-01-20,Delivered,Bangalore,C005,South
87d71955,2023-03-21,2023-03-22,Delivered,Chennai,C004,East
9c67fdab,2023-04-12,2023-04-17,Delivered,Hyderabad,C010,South
de5bc0cb,2023-05-03,2023-05-06,Delivered,Mumbai,C002,South
207ee9ce,2023-05-15,2023-05-16,Delivered,Hyderabad,C002,East
def5d3c0,2023-04-16,2023-04-19,Delayed,Chennai,C002,South
7da1e7ad,2023-04-15,2023-04-16,Delivered,Ahmedabad,C007,North
2736208d,2023-05-28,2023-05-29,Delayed,Hyderabad,C004,Central
9d611681,2023-01-19,2023-01-24,Delayed,Mumbai,C006,East
ebe0940c,2023-02-02,2023-02-04,Delivered,Ahmedabad,C007,East
6a6addcf,2023-03-23,2023-03-25,Delivered,Ahmedabad,C009,North
b0ce4a98,2023-06-14,2023-06-18,Delayed,Ahmedabad,C002,North
a2420c0d,2023-01-19,2023-01-24,Delivered,Chennai,C010,North
9f8a3a77,2023-04-26,2023-04-29,Delivered,Chennai,C009,North
032b4875,2023-04-30,2023-05-05,Delivered,Ahmedabad,C005,West
33706285,2023-06-24,2023-06-26,Delayed,Hyderabad,C006,East
bc444674,2023-05-13,2023-05-17,Delivered,Chennai,C006,South
d297e2d5,2023-03-30,2023-04-01,Delivered,Pune,C003,East
c391d5e7,2023-02-02,2023-02-05,Cancelled,Hyderabad,C010,East
9cf621ee,2023-05-22,2023-05-27,Delayed,Bangalore,C007,East
0a07008b,2023-06-13,2023-06-16,Delivered,Chennai,C007,North
829b5ea9,2023-05-31,2023-06-03,Delivered,Hyderabad,C008,North
9ca2509e,2023-02-16,2023-02-17,Delayed,Bangalore,C005,West
5300a968,2023-02-03,2023-02-06,Delivered,Chennai,C002,East
25c2f0ec,2023-04-21,2023-04-25,Delivered,Bangalore,C003,Central
3adf14fc,2023-05-09,2023-05-12,Delivered,Kolkata,C009,West
206aba25,2023-01-15,2023-01-18,Delayed,Chennai,C006,North
68649b8f,2023-02-01,2023-02-02,Delivered,Kolkata,C008,East
234f3b1c,2023-05-13,2023-05-14,Delayed,Mumbai,C008,North
dce9c62d,2023-02-09,2023-02-11,Delayed,Mumbai,C005,South
ed9bcc0c,2023-03-19,2023-03-21,Delivered,Hyderabad,C001,North
3a29ad7d,2023-02-12,2023-02-15,Delivered,Delhi,C006,North
32b7c8a2,2023-02-11,2023-02-13,Delivered,Kolkata,C007,West
782f62fd,2023-03-24,2023-03-28,Delivered,Kolkata,C009,South
c398cceb,2023-02-27,2023-03-03,Delivered,Mumbai,C002,Central
6ad1e474,2023-03-30,2023-04-03,Delayed,Kolkata,C002,Central
dfa9866f,2023-05-13,2023-05-14,Delivered,Delhi,C010,Central
041ea6ec,2023-03-14,2023-03-15,Delayed,Ahmedabad,C001,East
67f90a5e,2023-01-21,2023-01-26,Delivered,Bangalore,C005,Central
414f6bf2,2023-03-06,2023-03-10,Delivered,Bangalore,C002,East
23c398b2,2023-02-20,2023-02-23,Delivered,Delhi,C003,North
9f9b821e,2023-06-12,2023-06-14,Delivered,Kolkata,C002,Central
fcbac387,2023-05-22,2023-05-23,Delayed,Kolkata,C004,West
4788be78,2023-03-12,2023-03-15,Delivered,Kolkata,C003,South
ba703e92,2023-02-02,2023-02-04,Delivered,Pune,C009,South
2c001fc7,2023-06-10,2023-06-12,Delivered,Hyderabad,C010,North
d96a6550,2023-03-19,2023-03-23,Delivered,Chennai,C002,South
3dc8596e,2023-06-07,2023-06-10,Delivered,Delhi,C007,South
58ee4d9c,2023-05-17,2023-05-20,Delivered,Delhi,C003,North
de9a285f,2023-01-24,2023-01-28,Cancelled,Pune,C010,North
fa37182a,2023-05-09,2023-05-13,Delivered,Delhi,C008,North
0e096440,2023-06-14,2023-06-18,Delayed,Ahmedabad,C004,West
389baa12,2023-02-13,2023-02-17,Delivered,Ahmedabad,C004,North
4cf27c99,2023-06-01,2023-06-06,Delivered,Delhi,C009,North
b5d8d018,2023-05-29,2023-06-01,Delivered,Pune,C003,North
0f397b6f,2023-02-09,2023-02-11,Delivered,Delhi,C007,Central
3377073e,2023-02-13,2023-02-15,Delivered,Kolkata,C001,Central
2530cbd7,2023-06-18,2023-06-22,Delivered,Pune,C007,West
db7f8c06,2023-06-09,2023-06-13,Delivered,Hyderabad,C010,West
5655abd0,2023-06-04,2023-06-09,Delivered,Mumbai,C002,South
bcb3bf19,2023-03-28,2023-04-01,Delivered,Kolkata,C006,Central
489d62ae,2023-05-25,2023-05-30,Cancelled,Ahmedabad,C009,West
b1dd5455,2023-01-11,2023-01-16,Delivered,Kolkata,C006,West
7c953cdb,2023-01-08,2023-01-12,Delivered,Chennai,C003,South
a26996ee,2023-01-21,2023-01-26,Delivered,Pune,C001,North
bb75c69c,2023-01-12,2023-01-17,Delivered,Ahmedabad,C004,East
2ebb5009,2023-06-14,2023-06-16,Delivered,Mumbai,C004,South
fa15d907,2023-05-28,2023-06-01,Delivered,Delhi,C008,East
469fd647,2023-03-09,2023-03-10,Delivered,Mumbai,C010,South
06fd5f61,2023-06-16,2023-06-21,Delivered,Hyderabad,C010,South
43997fc3,2023-02-23,2023-02-27,Delivered,Bangalore,C007,North
df1f1914,2023-05-27,2023-06-01,Delivered,Kolkata,C010,West
2f8b8832,2023-04-17,2023-04-22,Delivered,Pune,C007,Central
19d272e1,2023-06-08,2023-06-10,Delivered,Pune,C007,South
0f70879d,2023-06-13,2023-06-14,Delivered,Mumbai,C002,North
d63c5646,2023-01-08,2023-01-10,Delayed,Chennai,C009,East
5d8222fc,2023-05-08,2023-05-11,Delivered,Ahmedabad,C006,West
e41efa77,2023-06-10,2023-06-11,Delivered,Hyderabad,C002,South
00e8c8d1,2023-05-20,2023-05-22,Delivered,Bangalore,C001,East
51cc60c2,2023-03-16,2023-03-17,Delayed,Hyderabad,C001,South
95034448,2023-06-14,2023-06-17,Delivered,Pune,C001,Central
0dfd23b1,2023-03-19,2023-03-24,Delivered,Delhi,C004,Central
1eb5b7f4,2023-05-04,2023-05-08,Delivered,Bangalore,C004,West
04e7ab0f,2023-03-04,2023-03-06,Delivered,Ahmedabad,C009,East
eb33c814,2023-06-25,2023-06-26,Delivered,Ahmedabad,C001,Central
5159219c,2023-04-14,2023-04-15,Delivered,Pune,C003,North
8d7cc5d4,2023-03-18,2023-03-21,Delayed,Chennai,C003,West
eaa9380e,2023-04-27,2023-04-30,Delivered,Bangalore,C008,South
ff1d4801,2023-01-19,2023-01-21,Delayed,Pune,C002,East
b5ed4daa,2023-06-26,2023-06-29,Cancelled,Chennai,C006,East
18fceb7f,2023-01-16,2023-01-20,Delivered,Delhi,C004,North
4f7c232f,2023-02-10,2023-02-12,Delivered,Chennai,C010,Central
50415a3c,2023-04-23,2023-04-28,Delivered,Hyderabad,C006,East
7b06281e,2023-04-17,2023-04-21,Delivered,Mumbai,C005,North
a1164745,2023-05-04,2023-05-06,Delivered,Hyderabad,C009,North
43ff948d,2023-04-29,2023-05-01,Delayed,Ahmedabad,C009,South
2c83f767,2023-02-22,2023-02-24,Delayed,Pune,C001,North
bfff0cbc,2023-03-29,2023-03-30,Delivered,Pune,C003,West
7af20318,2023-06-05,2023-06-07,Delivered,Kolkata,C001,East
874cd674,2023-02-06,2023-02-07,Delayed,Hyderabad,C006,West
02ac2bb0,2023-03-22,2023-03-24,Cancelled,Bangalore,C003,North
572d289c,2023-03-23,2023-03-27,Delayed,Ahmedabad,C001,North
8d0b5bcb,2023-03-30,2023-03-31,Delivered,Delhi,C006,West
841d921c,2023-04-13,2023-04-17,Delivered,Ahmedabad,C005,South
16487046,2023-02-03,2023-02-06,Delivered,Kolkata,C008,North
e0df270e,2023-04-05,2023-04-06,Delivered,Kolkata,C002,West
2c67ba39,2023-05-12,2023-05-13,Delivered,Kolkata,C008,West
703b4ac8,2023-05-24,2023-05-29,Delivered,Pune,C005,East
d9cd30a0,2023-01-28,2023-01-29,Delayed,Mumbai,C008,South
69d65066,2023-03-23,2023-03-27,Delivered,Chennai,C010,Central
a7fb02bf,2023-03-03,2023-03-08,Delivered,Bangalore,C004,West
f4fdb213,2023-04-30,2023-05-02,Delivered,Ahmedabad,C004,East
a68d9b1a,2023-02-01,2023-02-02,Delivered,Pune,C010,Central
a24d6bc8,2023-03-10,2023-03-12,Delivered,Ahmedabad,C004,East
486458c6,2023-04-26,2023-04-29,Delivered,Delhi,C006,East
a58d60a6,2023-03-05,2023-03-07,Delayed,Pune,C004,South
4af5a438,2023-02-06,2023-02-07,Delivered,Mumbai,C009,North
cb311a64,2023-01-25,2023-01-27,Delivered,Ahmedabad,C009,South
73852f46,2023-01-13,2023-01-14,Delivered,Pune,C003,Central
2c371ac8,2023-03-16,2023-03-17,Delayed,Pune,C007,South
1c13aa23,2023-04-09,2023-04-14,Delivered,Hyderabad,C005,North
73ba887b,2023-06-07,2023-06-11,Delivered,Delhi,C009,South
d2099ab3,2023-04-18,2023-04-20,Delivered,Kolkata,C002,South
16b41495,2023-03-05,2023-03-07,Delivered,Delhi,C003,South
2de64166,2023-02-10,2023-02-14,Delivered,Delhi,C010,West
91c484a7,2023-03-25,2023-03-27,Delivered,Hyderabad,C005,West
688185c5,2023-05-28,2023-06-02,Delayed,Chennai,C005,South
0ed2b2ac,2023-03-22,2023-03-25,Delivered,Pune,C010,North
c8478750,2023-02-18,2023-02-22,Delayed,Bangalore,C007,North
15066dab,2023-02-10,2023-02-14,Delayed,Kolkata,C008,North
6e0dd676,2023-05-08,2023-05-11,Delivered,Ahmedabad,C008,North
e24c82a7,2023-05-12,2023-05-16,Delayed,Chennai,C001,East
2b224231,2023-04-30,2023-05-01,Delivered,Mumbai,C001,South
d2372d17,2023-05-08,2023-05-11,Delivered,Pune,C003,South
cc2dfb8e,2023-03-20,2023-03-21,Delivered,Kolkata,C001,East
e49f18ca,2023-05-08,2023-05-10,Delivered,Bangalore,C001,North
9e0675e0,2023-01-06,2023-01-07,Delivered,Pune,C010,Central
c12da2a8,2023-01-24,2023-01-25,Delivered,Mumbai,C008,Central
c0688569,2023-04-11,2023-04-16,Delivered,Hyderabad,C001,East
af39911a,2023-05-10,2023-05-12,Delivered,Chennai,C009,Central
44dad11f,2023-04-28,2023-05-03,Delivered,Pune,C002,West
2db72558,2023-03-03,2023-03-05,Delivered,Kolkata,C009,South
2b105b4a,2023-02-25,2023-02-26,Delivered,Delhi,C007,Central
9138541b,2023-05-30,2023-06-03,Delivered,Ahmedabad,C009,West
751cc131,2023-04-01,2023-04-05,Delayed,Ahmedabad,C003,South
0479232f,2023-01-13,2023-01-17,Delivered,Ahmedabad,C001,West
8a370d74,2023-01-13,2023-01-18,Delayed,Bangalore,C001,South
1982b7ad,2023-03-14,2023-03-17,Delayed,Pune,C010,South
f036bef4,2023-05-07,2023-05-12,Delivered,Ahmedabad,C006,Central
95166113,2023-06-02,2023-06-07,Delivered,Kolkata,C007,East
13ccdf4a,2023-06-17,2023-06-20,Delivered,Delhi,C009,Central
6914cfca,2023-06-22,2023-06-24,Delivered,Kolkata,C006,North
5adff86f,2023-05-01,2023-05-05,Delayed,Pune,C005,West
0a93a97f,2023-03-15,2023-03-17,Delivered,Mumbai,C002,North
dabe8b12,2023-05-18,2023-05-21,Delayed,Delhi,C002,South
5df99796,2023-01-03,2023-01-04,Delayed,Delhi,C008,Central
0f886a03,2023-01-28,2023-02-02,Delayed,Kolkata,C001,North
54f8df39,2023-04-21,2023-04-25,Delayed,Hyderabad,C008,North
ab4051df,2023-02-04,2023-02-06,Delivered,Pune,C010,North
da538a0b,2023-03-09,2023-03-11,Delivered,Ahmedabad,C007,South
ee2e86f0,2023-04-04,2023-04-08,Delivered,Hyderabad,C007,South
2b7eb7cb,2023-04-14,2023-04-19,Delivered,Chennai,C005,South
9e41351f,2023-04-04,2023-04-05,Delivered,Ahmedabad,C003,North
e3c1db86,2023-01-12,2023-01-14,Delayed,Mumbai,C007,West
a64d65f8,2023-04-13,2023-04-17,Delayed,Hyderabad,C007,Central
e7cac8c8,2023-01-14,2023-01-16,Delivered,Kolkata,C007,Central
82c90779,2023-05-26,2023-05-31,Delivered,Pune,C002,South
