Order_ID,Distance_km,Fuel_Charge,Total_Delivery_Cost
123c5267,28.84,54.54,76.5
6d41f46a,33.84,64.0,99.71
002208a1,20.18,38.16,65.31
6e75a042,46.24,87.44,114.38
9baae8b2,15.25,28.84,42.14
67b0724b,37.94,71.75,121.43
73275873,7.6,14.37,35.75
03b8135f,27.81,52.59,66.99
35abd4f4,29.73,56.22,93.48
8330aa4c,11.04,20.88,60.97
59131881,17.54,33.17,44.18
f7bc0b4c,10.58,20.01,40.78
905b5cc5,42.56,80.49,98.26
7c6f642d,33.55,63.45,105.0
4d56b098,23.43,44.31,61.66
e727c9f4,28.69,54.26,73.67
d1d6fede,18.51,35.0,84.47
f58343e2,22.58,42.7,80.78
159158b1,31.73,60.0,85.51
26e90010,12.15,22.98,63.13
e8fcf504,8.44,15.96,44.62
cdb5bfb7,47.33,89.51,108.02
d28cfeb6,13.37,25.28,54.8
7aa766cb,25.77,48.73,89.61
2c03c5da,38.55,72.9,90.03
8568097d,28.69,54.26,83.68
0d2f4a8c,32.47,61.4,76.17
c65ac3d9,9.84,18.61,62.32
9da85558,20.96,39.64,82.39
1d516832,35.13,66.43,103.37
589e7b6d,12.07,22.83,69.63
d2ee7f01,25.21,47.67,73.67
8fa3a4a9,30.28,57.26,72.54
871cf06a,39.89,75.44,124.47
ea96d5c4,12.38,23.41,53.93
e4871d14,48.95,92.57,121.59
7a41c2f5,48.44,91.61,104.16
19f82ccf,2.59,4.9,37.72
5d4ebc63,19.66,37.18,72.97
efbd11de,5.26,9.95,38.88
34a5027a,17.23,32.58,79.0
dff4d864,31.14,58.89,98.59
87d71955,31.22,59.04,70.58
9c67fdab,6.64,12.56,44.26
de5bc0cb,34.5,65.24,114.99
207ee9ce,42.62,80.6,98.59
def5d3c0,32.3,61.08,95.77
7da1e7ad,16.88,31.92,52.86
2736208d,2.12,4.01,28.87
9d611681,33.12,62.63,73.98
ebe0940c,34.53,65.3,102.82
6a6addcf,36.02,68.12,108.75
b0ce4a98,3.88,7.34,48.26
a2420c0d,26.79,50.66,99.48
9f8a3a77,21.84,41.3,84.82
032b4875,38.83,73.43,91.73
33706285,36.69,69.38,88.6
bc444674,47.63,90.07,130.79
d297e2d5,45.08,85.25,126.33
c391d5e7,28.78,54.43,69.35
9cf621ee,49.06,92.78,103.05
0a07008b,9.21,17.42,43.48
829b5ea9,2.34,4.43,42.22
9ca2509e,7.18,13.58,58.25
5300a968,19.05,36.03,52.64
25c2f0ec,38.25,72.33,114.94
3adf14fc,20.39,38.56,75.94
206aba25,39.47,74.64,91.28
68649b8f,37.65,71.2,116.13
234f3b1c,40.13,75.89,123.21
dce9c62d,10.99,20.78,41.41
ed9bcc0c,26.77,50.62,66.57
3a29ad7d,36.21,68.48,117.19
32b7c8a2,15.64,29.58,40.5
782f62fd,42.23,79.86,127.8
c398cceb,39.41,74.53,93.18
6ad1e474,7.75,14.66,42.19
dfa9866f,12.46,23.56,45.89
041ea6ec,13.39,25.32,41.47
67f90a5e,44.17,83.53,107.63
414f6bf2,10.96,20.73,52.3
23c398b2,31.86,60.25,74.0
9f9b821e,5.12,9.68,52.05
fcbac387,28.52,53.93,95.95
4788be78,8.78,16.6,58.5
ba703e92,29.62,56.01,93.47
2c001fc7,19.65,37.16,65.37
d96a6550,31.07,58.76,102.11
3dc8596e,20.93,39.58,83.65
58ee4d9c,43.01,81.34,102.76
de9a285f,38.33,72.49,101.73
fa37182a,42.55,80.47,98.59
0e096440,12.66,23.94,44.17
389baa12,9.14,17.28,36.84
4cf27c99,28.75,54.37,97.45
b5d8d018,43.9,83.02,103.05
0f397b6f,7.31,13.82,45.67
3377073e,13.23,25.02,60.15
2530cbd7,37.81,71.5,111.29
db7f8c06,24.34,46.03,57.19
5655abd0,30.97,58.57,87.6
bcb3bf19,30.4,57.49,79.19
489d62ae,21.79,41.21,84.57
b1dd5455,35.87,67.83,79.3
7c953cdb,42.91,81.15,99.43
a26996ee,45.57,86.18,108.81
bb75c69c,4.23,8.0,21.11
2ebb5009,28.57,54.03,79.85
fa15d907,3.94,7.45,47.2
469fd647,45.24,85.55,104.04
06fd5f61,22.6,42.74,82.92
43997fc3,45.23,85.53,116.69
df1f1914,11.01,20.82,44.61
2f8b8832,9.79,18.51,43.26
19d272e1,45.6,86.23,100.88
0f70879d,47.04,88.96,108.95
d63c5646,38.81,73.39,112.64
5d8222fc,12.66,23.94,68.45
e41efa77,10.26,19.4,40.02
00e8c8d1,37.9,71.67,105.22
51cc60c2,32.47,61.4,72.79
95034448,43.86,82.94,96.04
0dfd23b1,15.29,28.92,77.49
1eb5b7f4,16.18,30.6,76.46
04e7ab0f,37.12,70.2,83.45
eb33c814,14.86,28.1,70.99
5159219c,24.19,45.75,59.85
8d7cc5d4,26.97,51.0,94.14
eaa9380e,34.12,64.52,111.06
ff1d4801,18.53,35.04,51.16
b5ed4daa,43.2,81.7,97.59
18fceb7f,21.31,40.3,87.36
4f7c232f,3.99,7.55,29.61
50415a3c,5.22,9.87,38.78
7b06281e,48.64,91.98,114.16
a1164745,31.86,60.25,100.22
43ff948d,25.56,48.34,66.78
2c83f767,43.74,82.72,112.48
bfff0cbc,36.41,68.86,112.88
7af20318,10.71,20.25,67.96
874cd674,2.35,4.44,28.55
02ac2bb0,49.14,92.93,107.49
572d289c,32.2,60.89,103.28
8d0b5bcb,24.9,47.09,61.52
841d921c,47.34,89.52,130.69
16487046,19.72,37.29,74.85
e0df270e,36.68,69.37,102.47
2c67ba39,34.17,64.62,112.2
703b4ac8,34.5,65.24,88.14
d9cd30a0,34.5,65.24,78.97
69d65066,2.5,4.73,53.99
a7fb02bf,41.57,78.61,106.26
f4fdb213,46.3,87.56,114.9
a68d9b1a,23.57,44.57,58.15
a24d6bc8,28.9,54.65,94.39
486458c6,17.59,33.26,72.06
a58d60a6,39.68,75.04,90.85
4af5a438,37.36,70.65,90.0
cb311a64,37.45,70.82,81.48
73852f46,37.28,70.5,116.09
2c371ac8,12.49,23.62,43.4
1c13aa23,7.4,13.99,61.07
73ba887b,16.92,32.0,64.85
d2099ab3,29.62,56.01,83.03
16b41495,21.18,40.05,50.36
2de64166,13.96,26.4,40.09
91c484a7,3.07,5.81,22.16
688185c5,7.81,14.77,29.0
0ed2b2ac,7.06,13.35,33.6
c8478750,47.92,90.62,106.8
15066dab,39.38,74.47,111.02
6e0dd676,7.89,14.92,36.8
e24c82a7,24.43,46.2,84.93
2b224231,33.42,63.2,78.62
d2372d17,48.13,91.02,109.38
cc2dfb8e,14.91,28.2,69.7
e49f18ca,14.67,27.74,63.1
9e0675e0,29.28,55.37,69.23
c12da2a8,43.15,81.6,129.98
c0688569,15.42,29.16,69.66
af39911a,8.04,15.2,47.31
44dad11f,14.77,27.93,51.65
2db72558,23.56,44.55,58.31
2b105b4a,19.28,36.46,60.79
9138541b,43.34,81.96,104.88
751cc131,47.26,89.37,102.5
0479232f,20.17,38.14,79.49
8a370d74,41.52,78.52,105.13
1982b7ad,5.29,10.0,55.58
f036bef4,28.58,54.05,70.37
95166113,41.92,79.28,101.98
13ccdf4a,22.09,41.77,62.93
6914cfca,8.88,16.79,61.4
5adff86f,15.64,29.58,59.89
0a93a97f,25.61,48.43,64.1
dabe8b12,42.49,80.35,104.65
5df99796,37.93,71.73,119.46
0f886a03,6.01,11.37,43.43
54f8df39,28.22,53.37,64.84
ab4051df,43.87,82.96,95.27
da538a0b,29.7,56.17,75.6
ee2e86f0,5.12,9.68,44.53
2b7eb7cb,41.51,78.5,98.31
9e41351f,45.52,86.08,130.08
e3c1db86,20.68,39.11,74.29
a64d65f8,16.89,31.94,53.97
e7cac8c8,28.08,53.1,78.86
82c90779,49.24,93.12,118.13
704044c4,42.2,79.8,102.37
3c963367,40.93,77.4,112.6
e13772c6,11.27,21.31,39.38
38a992f1,44.97,85.04,106.72
55c1d54a,28.69,54.26,67.67
7ea5a5da,46.01,87.01,112.05
0bb18798,33.28,62.94,75.52
96db8f85,42.04,79.5,90.22
d74291c8,9.95,18.82,54.66
2af0f6f8,35.91,67.91,84.41
8b145f92,14.35,27.14,38.55
594feee0,10.11,19.12,31.85
fe01b99a,29.55,55.88,73.85
8fd37ea9,30.93,58.49,97.33
bcac6b70,25.55,48.32,58.79
142d8f2b,6.27,11.86,50.92
a85c0696,13.75,26.0,59.88
087c656d,13.3,25.15,55.71
8abfe3f3,17.06,32.26,78.63
2d832c05,32.15,60.8,103.98
18eacca1,23.02,43.53,70.28
4753e2e1,48.48,91.68,101.95
c207e8fb,2.76,5.22,43.64
8933cd5a,12.36,23.37,35.28
b2c09850,29.52,55.83,76.95
af3125b0,44.21,83.61,113.33
e8d3219a,3.63,6.86,20.83
56d4d5e2,44.41,83.98,121.15
57599339,26.35,49.83,72.68
ab76f376,39.7,75.08,99.55
ff0744cc,47.54,89.9,125.83
db40ec60,12.34,23.34,49.27
71493fab,30.22,57.15,76.13
6755aa6e,44.42,84.0,101.07
be475ddf,42.53,80.43,119.39
70502e8c,27.01,51.08,91.1
46e6a75a,47.58,89.98,107.81
6d420778,36.01,68.1,90.86
c91e90e8,27.16,51.36,99.62
68303cdb,4.78,9.04,58.41
46e6247d,25.39,48.02,81.43
f455b7db,22.25,42.08,82.36
fba2dbbc,16.65,31.49,71.42
0dc2a2b0,47.26,89.37,115.19
72755618,46.43,87.8,99.74
85cb5b87,18.19,34.4,74.03
039327e8,22.92,43.34,58.77
51457928,38.09,72.03,93.65
29f5f7f7,42.08,79.58,102.2
cf5d6d4f,7.28,13.77,37.73
d52688b2,25.56,48.34,76.97
d68c73d8,45.9,86.8,116.86
d76f1f5b,33.9,64.11,93.45
b9a36a33,28.06,53.06,69.57
bb7b07ef,36.47,68.97,104.92
237a6466,33.75,63.82,105.43
5b7699e2,47.23,89.32,117.79
1d26b2f9,45.81,86.63,130.16
51f9db2a,21.09,39.88,67.65
f1434748,3.54,6.69,39.42
9caf14ca,17.97,33.98,46.76
1be0bb16,11.74,22.2,38.07
08264c0a,8.31,15.72,56.41
da7b6766,44.62,84.38,104.35
01952469,36.08,68.23,81.98
9c8b707c,3.56,6.73,39.46
d1376dd5,46.15,87.27,101.05
c102a7de,45.34,85.74,123.1
00d05330,47.57,89.96,127.53
a3578e15,41.83,79.1,107.22
b63598ef,5.79,10.95,48.38
c94a10b4,31.89,60.31,102.28
ec856ab6,5.99,11.33,29.24
a7494ff9,36.24,68.53,104.51
60153c7c,11.46,21.67,59.36
81a93498,46.92,88.73,106.51
292a9dd3,46.84,88.58,127.66
1038e4cc,30.54,57.75,96.53
6c1a7d0b,38.13,72.11,88.4
880ef2d8,43.19,81.68,104.38
e2e600a5,20.68,39.11,86.76
3ac6264b,29.8,56.35,69.2
03f9df8a,10.45,19.76,38.92
0c51ba45,49.3,93.23,126.38
fa3313ea,46.61,88.14,136.89
ac253043,25.2,47.66,67.95
e1869526,28.56,54.01,96.68
e89c67c6,22.96,43.42,68.11
f4f017b5,2.08,3.93,28.03
75c1ae4d,13.04,24.66,74.5
a40a1d5f,6.88,13.01,55.7
8a1b4a67,17.5,33.09,53.03
6121918a,13.34,25.23,42.66
2417a7b6,38.56,72.92,86.28
d69abcd1,26.23,49.6,78.91
33d16c0c,41.22,77.95,101.33
96ef936e,32.51,61.48,86.71
a53086b5,33.5,63.35,90.61
ac734ae6,44.06,83.32,132.96
256d7932,42.67,80.69,90.8
0211273f,5.04,9.53,36.57
516f2ef4,29.76,56.28,68.88
7dd57689,21.83,41.28,78.2
a9cb1634,30.78,58.21,70.23
40cbe3fc,43.41,82.09,122.76
41237f4b,2.58,4.88,49.59
1f7e1a81,2.53,4.78,53.61
ff73b585,5.0,9.46,24.29
be88e835,43.99,83.19,132.35
52c75053,18.97,35.87,62.36
58841998,19.82,37.48,72.78
85a530df,18.58,35.14,45.14
29cbfa04,13.09,24.75,49.56
dc858980,3.87,7.32,31.44
5d5d1766,45.51,86.06,116.21
5b51e881,13.18,24.92,40.22
81955c78,44.91,84.93,122.54
e9e6fff9,47.87,90.53,124.36
a00dd12a,29.68,56.13,74.63
21fce4b6,19.87,37.58,86.93
16183674,38.76,73.3,83.52
6e5682a2,3.22,6.09,29.53
24a65eae,46.59,88.11,108.58
ec070311,21.58,40.81,73.21
4ced085b,16.81,31.79,77.33
46b48abd,8.09,15.3,51.61
6cd4b549,47.85,90.49,102.39
366d7041,40.93,77.4,121.94
cb248cec,36.75,69.5,90.1
b2f411bc,46.69,88.3,102.71
46ea7c95,48.07,90.91,118.21
7283bdca,14.89,28.16,74.11
bdb39908,39.75,75.17,86.55
7f916f46,38.82,73.41,108.44
8eb5942f,28.75,54.37,77.67
365e0f62,9.22,17.44,52.34
94bc001e,47.14,89.15,109.8
5cac8d2b,17.14,32.41,81.09
8ce95272,29.79,56.34,70.89
5f50ebbd,2.93,5.54,21.86
adb06473,22.6,42.74,54.57
c2ebec05,31.61,59.78,101.58
67c1c829,20.29,38.37,52.13
286966dd,24.9,47.09,68.15
0055f406,11.22,21.22,39.44
e7fe1e4a,18.81,35.57,59.71
1c7554a6,36.72,69.44,110.07
b957862f,48.55,91.81,139.82
2a825420,24.5,46.33,91.48
5aa498b2,34.93,66.06,109.71
7d09346a,48.86,92.4,119.1
66ca1b2b,39.19,74.11,116.18
18494953,2.49,4.71,45.8
d61842c8,46.91,88.71,108.61
6f5cab1b,43.6,82.45,102.95
73101290,15.01,28.39,58.35
9b9593d1,10.71,20.25,68.79
ade6f876,45.16,85.4,99.72
ccb6d4db,35.06,66.3,115.84
b21fdf42,13.38,25.3,41.66
c1dbb587,36.27,68.59,98.01
fea290b8,30.81,58.26,80.42
454ea712,16.84,31.85,58.64
21cd736c,28.73,54.33,102.64
78462b61,27.31,51.65,86.92
857a610c,26.47,50.06,71.96
0308dc5a,26.83,50.74,85.88
82ac8916,2.02,3.82,31.91
64d2a203,14.89,28.16,75.89
98453d07,22.68,42.89,67.0
05eb19c1,8.11,15.34,48.72
53c0a6f7,37.96,71.79,115.77
65468d4b,42.65,80.66,129.01
13dc4431,41.25,78.01,119.98
eb450a17,24.06,45.5,92.92
7361f9d5,35.15,66.47,95.02
fec27259,5.69,10.76,51.34
171eada0,11.57,21.88,35.67
90bbfc1d,4.25,8.04,41.79
997eab95,48.34,91.42,101.96
b57ab2d4,29.57,55.92,76.32
f2d43a27,10.41,19.69,56.31
61f6d26a,35.96,68.0,84.86
6f277e73,25.48,48.19,66.2
415ee528,22.84,43.19,55.66
47014059,45.85,86.71,126.61
a81b5bc3,35.99,68.06,95.98
0d20c3b1,35.15,66.47,111.99
cc10677b,6.67,12.61,37.1
57d4add4,6.42,12.14,39.55
a704fcbb,33.89,64.09,93.89
481993c6,9.51,17.98,62.42
88ec7355,23.76,44.93,66.62
0026ed25,29.35,55.5,67.56
921adfb2,20.63,39.01,74.1
29cc87dd,6.09,11.52,54.55
5960e55c,37.68,71.26,103.51
87122314,44.48,84.12,106.94
94c28afe,9.76,18.46,53.68
37222d5e,43.0,81.32,130.96
af987719,39.86,75.38,108.34
d7f7b105,29.07,54.97,77.58
b2ccccc3,30.61,57.89,77.63
1089d474,33.28,62.94,112.87
6aa03e6c,27.19,51.42,95.44
34ead8a1,42.53,80.43,101.61
44dc6683,24.76,46.82,67.32
44ef06c3,28.26,53.44,95.59
766f04f6,3.76,7.11,56.8
b7c6a315,10.64,20.12,48.74
078d3e35,45.38,85.82,104.91
99bdbd6b,7.84,14.83,34.04
72d0dd48,45.39,85.84,127.73
7dc35c49,32.52,61.5,95.7
f61a657c,46.17,87.31,122.66
f6495505,41.09,77.71,95.48
5a0a9d0c,43.53,82.32,97.54
659f558b,27.17,51.38,61.81
aeba491c,41.61,78.69,125.3
d38978a6,24.11,45.59,69.79
3af23d86,4.12,7.79,48.11
d9e329d8,33.27,62.92,108.3
79a73324,36.97,69.91,103.85
bd67eed7,6.87,12.99,39.96
4ffbf9a2,41.16,77.84,89.39
f8e0bf07,5.61,10.61,34.1
d5a8faa8,23.2,43.87,66.74
a58dabd4,25.42,48.07,80.72
7a26ab2c,3.76,7.11,47.67
3bfa896d,5.16,9.76,48.2
e3faa167,23.63,44.69,89.49
8f981ac6,16.94,32.04,43.91
ceb6358e,41.16,77.84,112.04
6d1a02c7,21.87,41.36,58.92
1100f9c9,7.07,13.37,62.27
a44b4d80,9.58,18.12,44.48
15b7c5bc,34.33,64.92,99.87
2ef71bcb,47.6,90.02,114.08
5162e033,43.74,82.72,101.53
2bba0a76,8.22,15.54,53.06
f4f06431,2.79,5.28,52.85
6c74648f,3.27,6.18,18.56
dd56d59a,28.63,54.14,97.15
474c5474,25.32,47.88,71.54
975bcb42,2.64,4.99,19.83
388d035d,4.74,8.96,47.49
e9eb4ba7,49.99,94.54,107.84
195974d4,48.32,91.38,130.49
2f5763d0,8.08,15.28,42.71
729604ba,9.88,18.68,35.27
557b1cd5,45.21,85.5,101.79
e0c351d1,26.36,49.85,89.78
b74d079c,47.98,90.74,133.87
1fa3d775,26.98,51.02,88.45
c1aa6216,29.71,56.18,95.01
1108e63a,12.57,23.77,67.7
8d75f54a,44.05,83.3,110.44
485780f7,41.6,78.67,95.38
4b560c41,18.2,34.42,59.51
a1228925,31.39,59.36,108.53
7490a687,18.39,34.78,62.72
a7f3687e,24.27,45.9,92.86
940ca8bc,42.97,81.26,119.37
7124b81f,21.94,41.49,81.0
18a62b81,42.35,80.09,97.7
830f537e,48.09,90.94,115.69
4447a6e6,21.98,41.57,80.87
ce2b04ed,44.12,83.44,119.66
1fd2af91,16.59,31.37,75.87
e7796c28,2.14,4.05,22.45
9372dd6e,6.06,11.46,51.39
57a71a5b,37.38,70.69,82.27
c869ff12,6.81,12.88,34.87
d1be1948,47.08,89.03,124.25
21396599,43.6,82.45,131.65
911f3511,26.71,50.51,100.08
f2cb7b4c,29.91,56.56,84.13
4de3e302,35.33,66.81,107.4
59579f4b,37.11,70.18,104.2
43579931,25.58,48.37,86.73
c6573942,17.04,32.22,71.5
f7bb1d7e,45.69,86.4,118.29
9b2f47ae,4.24,8.02,50.58
e2e2666e,19.09,36.1,69.48
a640e4a6,33.99,64.28,78.3
c0aec8bc,44.77,84.66,134.23
d237e856,5.56,10.51,32.66
6c491f9e,33.63,63.6,112.17
98d31e26,25.38,48.0,69.7
38770cd2,34.95,66.09,110.22
893dc928,17.23,32.58,70.16
d8c13db8,36.11,68.29,92.56
278fef94,10.65,20.14,67.66
319dcc79,39.22,74.17,107.5
25f7bb41,37.97,71.81,115.0
2abf5208,47.45,89.73,131.61
92eb5c70,10.31,19.5,31.36
54204bc1,36.66,69.33,90.08
1f7a152b,17.49,33.08,61.97
d2c868c0,15.53,29.37,76.69
58c1bc33,21.28,40.24,52.74
9479b1fe,15.69,29.67,47.1
43341566,13.91,26.31,61.29
fbf4c8cc,38.88,73.53,109.64
02f95bc4,35.58,67.29,83.85
43f76b9d,7.25,13.71,61.64
a5125e33,28.89,54.63,71.7
56ddf27d,17.89,33.83,51.12
768f9f5a,48.61,91.93,127.35
3b9f4dee,22.4,42.36,69.22
fe48498d,3.95,7.47,18.51
538585d9,17.92,33.89,80.71
7714b4d4,17.01,32.17,45.18
da9627f7,2.27,4.29,20.54
b97955de,25.41,48.05,93.93
cac0141e,45.48,86.01,107.02
c7f0a6a0,40.51,76.61,119.32
33d2b3f3,34.86,65.92,82.75
c3b5ec74,18.49,34.97,46.9
475eb99a,13.13,24.83,44.22
40c96284,18.45,34.89,74.57
c961d979,7.91,14.96,51.46
22886770,6.78,12.82,35.24
09060085,29.58,55.94,91.28
68a94af4,41.07,77.67,114.27
80fad2b9,6.77,12.8,45.39
c1162498,18.09,34.21,81.63
5dc328d3,7.89,14.92,56.66
4e37bf1c,16.9,31.96,74.6
ea734968,41.85,79.14,106.18
99e0afe6,3.67,6.94,44.3
f627f7cb,33.07,62.54,79.87
00e97cee,4.87,9.21,31.05
0a6f40a8,22.47,42.49,72.59
cd88ac6c,24.75,46.8,89.45
73ccf1a4,21.27,40.22,63.7
370e4ef1,32.59,61.63,89.22
bd2fac37,48.74,92.17,140.46
62937e6b,14.83,28.05,49.41
13950b95,31.27,59.13,93.85
7287081b,19.04,36.01,50.03
bd732a50,49.98,94.52,120.99
6ca88ca2,47.65,90.11,113.31
435bd583,6.48,12.25,22.77
bea42e47,48.73,92.15,125.56
b595f1e5,37.44,70.8,94.06
921c1749,49.63,93.86,113.93
37a6a6cf,39.01,73.77,119.47
171b4e52,8.19,15.49,34.67
ced7e67c,38.02,71.9,98.12
77b10fb6,36.88,69.74,117.72
147fa85a,10.0,18.91,32.12
d222bc4e,38.15,72.15,119.69
2f54894a,34.39,65.04,90.65
d093c741,49.73,94.04,135.68
69b7db2d,31.7,59.95,84.19
fdd4fa24,21.9,41.42,68.04
0e5d464f,47.79,90.38,117.89
2cef0bf5,32.14,60.78,108.65
1f57bdf8,18.73,35.42,67.43
fbd71629,3.01,5.69,24.37
a2be3ae5,38.32,72.47,106.93
d41e4bb2,7.74,14.64,60.22
f48e9da1,46.34,87.63,106.21
912ab961,48.15,91.06,114.56
4d15d536,13.35,25.25,58.11
5a3a5caa,7.41,14.01,63.5
3407b2ce,30.58,57.83,86.44
836728a6,12.26,23.18,56.55
7df6f3c5,28.01,52.97,68.38
48e06dbd,21.88,41.38,81.71
edbb6530,40.02,75.68,94.47
5cdfd697,49.99,94.54,117.66
f2e4785b,23.93,45.25,83.63
00df4c4e,34.88,65.96,104.47
5cdd9004,18.41,34.82,57.57
a647f354,43.4,82.07,126.08
0106934f,3.77,7.13,48.92
436b9e90,25.69,48.58,83.21
e5599c44,10.49,19.84,36.99
31e88a7d,10.49,19.84,66.04
739f8052,27.58,52.16,83.26
c85954d2,16.77,31.71,56.77
20162d73,24.03,45.44,92.53
704d69e8,16.67,31.52,80.39
a4a0d4e4,23.84,45.08,83.77
6712b378,15.72,29.73,71.39
da161a34,40.57,76.72,96.59
a871bc1a,28.78,54.43,74.78
6b2de611,9.75,18.44,51.21
a7d2adac,2.41,4.56,53.89
5586cd75,2.84,5.37,45.1
eb8d1a82,22.24,42.06,81.9
7a75558e,17.08,32.3,52.6
cf086a71,14.58,27.57,54.36
8241475f,31.9,60.33,84.03
2e58f523,41.03,77.59,99.68
cd4d1854,5.04,9.53,48.77
1c79dd3b,7.28,13.77,27.76
e17960a2,19.7,37.25,53.87
65181771,23.19,43.85,70.34
8ea6f929,20.97,39.66,61.77
99004a01,32.65,61.74,107.87
e5267610,6.19,11.71,29.73
67ce58c2,25.75,48.7,68.65
04cad257,40.96,77.46,94.58
66d2c903,46.57,88.07,132.4
35f11a3a,28.9,54.65,72.73
d5584a7e,8.64,16.34,40.42
602a3054,36.92,69.82,106.59
ab5b94d2,40.22,76.06,89.17
47cf974e,11.42,21.6,64.27
dffbf912,34.52,65.28,103.53
6979d16e,46.66,88.24,108.68
7423cde4,36.5,69.03,94.7
f2290377,21.95,41.51,76.31
31522c20,23.25,43.97,91.83
571a6323,5.82,11.01,46.18
bbfa24c9,27.25,51.53,71.65
93b8eba4,40.53,76.65,105.95
9c2288b2,48.97,92.61,120.59
bcfcd7ae,21.17,40.03,71.33
88bf915d,22.9,43.31,74.07
a6d84cfc,4.63,8.76,33.32
448b5557,39.21,74.15,119.02
204f7729,36.4,68.84,92.04
268423c1,21.34,40.36,71.56
330a6206,36.05,68.17,88.6
f96f3b46,31.91,60.35,87.74
9846be5a,38.91,73.58,110.84
ee25a162,17.08,32.3,72.61
d7d67564,33.24,62.86,105.11
0f94c8ac,32.03,60.57,100.04
9215d437,6.34,11.99,40.66
9eeb70b6,15.49,29.29,40.79
616942b9,43.29,81.87,112.85
e82edf9a,9.49,17.95,30.16
170b8b43,20.22,38.24,86.9
a860dfde,12.81,24.23,49.35
ba815a50,8.73,16.51,46.66
e193256d,8.55,16.17,31.35
063f994e,18.7,35.36,85.19
7024c552,40.57,76.72,106.41
be3b64a9,48.38,91.49,113.42
35c37a61,29.45,55.69,73.41
04ace90c,32.49,61.44,97.44
4d2b9458,39.38,74.47,101.92
222e2259,33.77,63.86,86.55
570d62ae,42.72,80.79,91.18
06c4ef8f,44.43,84.02,95.48
6ad91ef7,32.13,60.76,98.5
6e2ff588,27.59,52.18,81.4
5e40f554,20.77,39.28,83.24
cc60e71b,24.16,45.69,85.83
39c2de0f,18.58,35.14,68.08
94dcac89,22.49,42.53,74.97
fc3cf070,45.19,85.46,125.27
49b81917,48.67,92.04,131.69
6f4b0133,19.35,36.59,59.97
0c93bcf8,12.59,23.81,38.02
f42a870f,5.75,10.87,51.74
4660ebef,42.17,79.75,98.67
3bf1cdb4,43.79,82.81,124.46
11b09e2d,23.62,44.67,79.39
326f4ab8,28.04,53.03,77.35
f1ea8eb3,37.51,70.94,115.03
bc98c3a0,20.04,37.9,75.55
c9ab2a7f,11.67,22.07,53.87
73bfdeb1,7.5,14.18,36.22
d7554457,13.29,25.13,74.58
f62a78e9,32.98,62.37,105.91
c6e555b3,18.69,35.34,50.8
e966cfd6,43.65,82.55,124.8
3f113b8d,6.2,11.72,26.53
2fcdd27d,21.99,41.59,61.5
3a016a3c,14.33,27.1,75.4
c43ee90d,44.61,84.36,129.16
201e9a39,40.7,76.97,111.21
c5ce12f2,49.25,93.14,131.11
def189e5,7.73,14.62,28.2
ff2fa88d,39.55,74.79,98.08
14f1c9ca,8.04,15.2,38.1
4522f26c,9.44,17.85,29.16
d857bcb3,3.88,7.34,45.5
ee5e95ab,24.31,45.97,68.27
b57ad389,8.04,15.2,50.52
42c6a0fb,18.72,35.4,46.49
1ad5047a,15.26,28.86,38.93
e36adf0a,48.87,92.42,109.22
b57d548e,33.6,63.54,101.66
d86b746b,21.7,41.04,75.21
e786be1c,44.17,83.53,101.57
ff57d446,5.06,9.57,40.5
9b352cc5,18.04,34.12,68.89
28072ee7,26.7,50.49,98.05
8e053f1e,4.59,8.68,49.18
40a13b49,9.0,17.02,32.45
111c8340,44.96,85.02,105.83
ecb8c0ea,10.62,20.08,46.22
2c3d57d6,46.24,87.44,101.65
71cd8bd6,6.61,12.5,44.71
54aeebff,44.63,84.4,130.68
aef3acd2,23.78,44.97,67.23
bb5c111d,29.52,55.83,105.22
9b44253b,15.52,29.35,49.32
1face030,15.12,28.59,57.48
b21eb8af,25.62,48.45,72.17
1eb4dd98,19.08,36.08,58.4
2c4c7c2c,5.73,10.84,35.95
973d9d20,18.98,35.89,47.19
a13ed3a1,14.23,26.91,58.19
d5051e15,42.78,80.9,120.56
c3511aff,42.25,79.9,124.45
98670447,8.79,16.62,39.59
b25c0c9c,37.04,70.05,102.07
464ed258,23.64,44.71,90.42
0d8cd61e,43.69,82.62,124.61
d84f5d2c,15.15,28.65,57.21
a0b4ddd0,6.23,11.78,28.37
bfaeef46,40.42,76.44,108.77
898cc26c,43.68,82.6,132.19
f02844da,42.34,80.07,120.37
5431c6ba,17.81,33.68,77.6
d9ab23b0,3.48,6.58,24.13
e7b258a5,8.7,16.45,62.61
66f4f680,46.13,87.24,97.8
1b745e64,19.48,36.84,81.33
9a9594bb,44.25,83.68,103.24
992ed10e,49.08,92.82,127.73
8b8fffc2,20.99,39.69,61.41
112279c6,39.27,74.26,89.67
5ba77bb9,10.12,19.14,39.02
61cf442a,20.42,38.62,67.54
ff94ab82,35.85,67.8,114.59
9b06ffad,11.94,22.58,48.14
ecf53282,17.35,32.81,45.04
072a30a4,29.06,54.96,65.91
a51458b1,35.18,66.53,84.92
3e100c99,19.13,36.18,48.26
dbfac5d6,20.09,37.99,62.84
838f0a4b,7.27,13.75,39.12
17880dae,49.23,93.1,141.99
2a8c8c06,31.39,59.36,81.61
3850b6e8,27.46,51.93,85.89
3259daeb,12.14,22.96,65.71
68e4d324,25.43,48.09,78.61
de290a30,23.47,44.38,82.24
4142e166,14.41,27.25,76.23
