Order_ID,Order_Date,Delivery_Date,Delivery_Status,City,Carrier_ID,Delivery_Zone,Distance_km,Fuel_Charge,Total_Delivery_Cost,Delivery_Experience_Rating,Issue_Reported,Carrier_Name,Avg_Delivery_Cost,Defect_Rate
44f47bb1,2023-01-01,2023-01-03,Delayed,Ahmedabad,C009,Central,27.37,51.76,83.02,4,None,Carrier_9,56.69,0.02
a0ca0f90,2023-04-15,2023-04-16,Delayed,Delhi,C004,West,19.43,36.74,81.9,5,Late Delivery,Carrier_4,93.62,0.04
5a32e3b1,2023-04-26,2023-04-29,Delivered,Ahmedabad,C009,North,47.86,90.51,137.44,2,Late Delivery,Carrier_9,56.69,0.02
de3066d9,2023-06-26,2023-06-29,Delivered,Delhi,C008,South,39.99,75.63,123.75,1,None,Carrier_8,123.83,0.06
ea971d76,2023-06-02,2023-06-04,Delivered,Hyderabad,C003,South,24.6,46.52,80.53,5,None,Carrier_3,84.25,0.06
8dbd3307,2023-05-01,2023-05-02,Delivered,Delhi,C003,East,33.26,62.9,97.76,2,None,Carrier_3,84.25,0.06
df0a8dae,2023-03-16,2023-03-20,Delivered,Chennai,C009,West,15.37,29.07,51.49,1,None,Carrier_9,56.69,0.02
19fcb10b,2023-01-09,2023-01-12,Delivered,Delhi,C003,Central,31.51,59.59,105.0,3,None,Carrier_3,84.25,0.06
3807ac26,2023-03-01,2023-03-02,Delivered,Delhi,C004,North,27.92,52.8,82.33,5,None,Carrier_4,93.62,0.04
889770da,2023-03-15,2023-03-19,Delivered,Delhi,C009,North,3.88,7.34,28.51,5,Late Delivery,Carrier_9,56.69,0.02
20133862,2023-06-30,2023-07-02,Delayed,Bangalore,C004,East,43.56,82.38,131.01,2,Late Delivery,Carrier_4,93.62,0.04
e9463356,2023-03-14,2023-03-18,Delivered,Hyderabad,C003,East,25.53,48.28,86.5,3,None,Carrier_3,84.25,0.06
2f21c684,2023-06-29,2023-07-01,Delivered,Mumbai,C007,Central,25.03,47.33,75.92,4,None,Carrier_7,79.32,0.03
ac40cefd,2023-04-27,2023-04-28,Delayed,Hyderabad,C006,Central,15.6,29.5,42.25,2,Late Delivery,Carrier_6,82.09,0.04
5e19310e,2023-01-19,2023-01-22,Delivered,Ahmedabad,C001,Central,11.43,21.62,37.23,2,Wrong Address,Carrier_1,104.96,0.07
e3f10953,2023-06-25,2023-06-30,Delayed,Chennai,C010,East,15.99,30.24,48.1,4,Late Delivery,Carrier_10,81.3,0.08
d9c46424,2023-03-01,2023-03-04,Delivered,Bangalore,C008,West,33.2,62.78,108.89,4,None,Carrier_8,123.83,0.06
9641a25a,2023-03-09,2023-03-10,Delivered,Kolkata,C001,East,6.69,12.65,61.51,4,None,Carrier_1,104.96,0.07
4db3592e,2023-06-10,2023-06-11,Delayed,Bangalore,C004,East,17.98,34.0,54.68,4,Damaged Package,Carrier_4,93.62,0.04
af2d6292,2023-05-31,2023-06-02,Delayed,Pune,C006,North,48.98,92.63,122.56,4,Late Delivery,Carrier_6,82.09,0.04
f814b318,2023-06-19,2023-06-23,Delayed,Delhi,C006,Central,15.03,28.42,70.1,1,None,Carrier_6,82.09,0.04
1cfb86bf,2023-02-20,2023-02-23,Delivered,Ahmedabad,C007,South,48.4,91.53,116.92,1,Late Delivery,Carrier_7,79.32,0.03
1c54dbd9,2023-04-19,2023-04-24,Delivered,Delhi,C005,Central,7.03,13.29,42.99,4,None,Carrier_5,101.88,0.09
db283942,2023-01-30,2023-02-03,Delivered,Chennai,C005,West,40.11,75.85,121.35,3,None,Carrier_5,101.88,0.09
be3c76c5,2023-05-20,2023-05-21,Delivered,Kolkata,C004,West,23.11,43.7,62.0,3,None,Carrier_4,93.62,0.04
55133e8a,2023-02-27,2023-03-04,Delayed,Ahmedabad,C006,Central,11.35,21.46,71.21,4,Late Delivery,Carrier_6,82.09,0.04
7b8aeafc,2023-06-15,2023-06-20,Delivered,Pune,C007,Central,39.8,75.27,103.52,1,None,Carrier_7,79.32,0.03
c95093c9,2023-02-08,2023-02-10,Cancelled,Bangalore,C010,East,2.34,4.43,24.76,3,None,Carrier_10,81.3,0.08
db79e12a,2023-03-10,2023-03-13,Delivered,Kolkata,C010,South,18.66,35.29,80.99,1,Late Delivery,Carrier_10,81.3,0.08
bfea310b,2023-02-06,2023-02-07,Delivered,Mumbai,C001,East,31.03,58.68,71.74,2,Late Delivery,Carrier_1,104.96,0.07
c8797012,2023-01-19,2023-01-24,Delivered,Hyderabad,C009,North,13.09,24.75,60.44,1,None,Carrier_9,56.69,0.02
e6b9b32b,2023-01-16,2023-01-19,Delayed,Bangalore,C008,North,17.96,33.96,46.43,4,None,Carrier_8,123.83,0.06
324b2c10,2023-02-12,2023-02-16,Delayed,Kolkata,C007,West,6.39,12.08,59.93,5,None,Carrier_7,79.32,0.03
d55a7947,2023-03-20,2023-03-22,Delayed,Mumbai,C009,West,42.95,81.22,116.81,4,None,Carrier_9,56.69,0.02
77d03324,2023-06-02,2023-06-05,Delivered,Mumbai,C003,South,22.26,42.1,68.02,2,None,Carrier_3,84.25,0.06
114350f4,2023-05-26,2023-05-28,Delayed,Pune,C010,West,8.97,16.96,43.94,1,None,Carrier_10,81.3,0.08
ec30d313,2023-03-15,2023-03-18,Delayed,Pune,C004,North,11.56,21.86,38.47,3,None,Carrier_4,93.62,0.04
8fe9e054,2023-04-23,2023-04-27,Delivered,Hyderabad,C007,South,15.21,28.76,53.16,4,Damaged Package,Carrier_7,79.32,0.03
e192eb93,2023-02-01,2023-02-02,Delivered,Mumbai,C006,North,13.01,24.6,70.75,3,Damaged Package,Carrier_6,82.09,0.04
6c9378b9,2023-04-30,2023-05-03,Delivered,Ahmedabad,C002,Central,26.16,49.47,91.68,1,None,Carrier_2,100.91,0.03
842d5d7c,2023-06-26,2023-06-27,Cancelled,Chennai,C002,Central,45.45,85.95,122.41,2,None,Carrier_2,100.91,0.03
f7f91aeb,2023-03-19,2023-03-24,Delayed,Mumbai,C010,South,10.83,20.48,69.19,4,None,Carrier_10,81.3,0.08
dd63ef21,2023-06-29,2023-07-04,Delivered,Kolkata,C007,East,23.77,44.95,77.89,3,None,Carrier_7,79.32,0.03
544f1995,2023-04-14,2023-04-18,Delayed,Pune,C009,West,33.87,64.05,81.1,4,Late Delivery,Carrier_9,56.69,0.02
63b35658,2023-03-11,2023-03-15,Delayed,Chennai,C009,South,10.82,20.46,59.0,4,Late Delivery,Carrier_9,56.69,0.02
540f0ea0,2023-05-09,2023-05-14,Delivered,Ahmedabad,C007,West,9.39,17.76,51.44,3,Damaged Package,Carrier_7,79.32,0.03
c040f733,2023-05-19,2023-05-21,Delivered,Pune,C008,North,9.46,17.89,45.35,2,Damaged Package,Carrier_8,123.83,0.06
987f8c03,2023-05-07,2023-05-12,Delayed,Ahmedabad,C010,East,44.34,83.85,99.73,4,Damaged Package,Carrier_10,81.3,0.08
22837c96,2023-04-23,2023-04-28,Delivered,Pune,C003,West,36.14,68.34,105.45,2,None,Carrier_3,84.25,0.06
10515f13,2023-01-21,2023-01-22,Delayed,Pune,C001,Central,18.15,34.32,62.08,2,Wrong Address,Carrier_1,104.96,0.07
d500f0cb,2023-06-03,2023-06-05,Delivered,Mumbai,C007,Central,45.32,85.7,118.85,1,None,Carrier_7,79.32,0.03
e7bec077,2023-01-11,2023-01-12,Delayed,Delhi,C008,North,47.77,90.34,112.96,3,Damaged Package,Carrier_8,123.83,0.06
d48cb8db,2023-04-21,2023-04-26,Cancelled,Mumbai,C002,South,21.12,39.94,56.17,1,None,Carrier_2,100.91,0.03
7acdf163,2023-03-24,2023-03-25,Delayed,Pune,C009,West,26.5,50.11,74.51,5,None,Carrier_9,56.69,0.02
8bc94d0f,2023-06-04,2023-06-07,Delivered,Chennai,C004,North,19.19,36.29,80.37,1,None,Carrier_4,93.62,0.04
2dfb6e98,2023-03-06,2023-03-08,Delayed,Mumbai,C010,Central,12.92,24.43,40.81,4,None,Carrier_10,81.3,0.08
3be0ef29,2023-01-07,2023-01-11,Delayed,Pune,C009,Central,39.44,74.59,103.44,4,Late Delivery,Carrier_9,56.69,0.02
f8c72950,2023-01-24,2023-01-26,Delivered,Pune,C003,Central,33.16,62.71,84.61,4,Damaged Package,Carrier_3,84.25,0.06
41e83d76,2023-02-28,2023-03-05,Delayed,Mumbai,C008,East,19.61,37.08,85.57,5,None,Carrier_8,123.83,0.06
eaed37f2,2023-06-22,2023-06-23,Delivered,Mumbai,C002,East,2.69,5.09,18.48,2,None,Carrier_2,100.91,0.03
4e30c99a,2023-05-28,2023-05-29,Delivered,Chennai,C003,Central,38.66,73.11,92.92,4,None,Carrier_3,84.25,0.06
29600e54,2023-05-31,2023-06-02,Delivered,Ahmedabad,C001,South,24.91,47.11,75.09,1,None,Carrier_1,104.96,0.07
dd9bde4e,2023-01-06,2023-01-09,Delivered,Mumbai,C005,East,5.51,10.42,30.31,2,None,Carrier_5,101.88,0.09
6c95eeff,2023-06-22,2023-06-26,Delivered,Hyderabad,C004,West,7.98,15.09,53.35,1,None,Carrier_4,93.62,0.04
cbe842b1,2023-03-10,2023-03-13,Delayed,Kolkata,C001,East,32.16,60.82,85.66,1,None,Carrier_1,104.96,0.07
dcbef87f,2023-05-28,2023-05-30,Delivered,Hyderabad,C010,West,28.22,53.37,94.6,4,Damaged Package,Carrier_10,81.3,0.08
15496584,2023-01-11,2023-01-13,Delayed,Chennai,C009,East,13.54,25.61,57.66,1,Damaged Package,Carrier_9,56.69,0.02
d23382a6,2023-02-14,2023-02-18,Delivered,Delhi,C006,Central,8.71,16.47,43.54,5,None,Carrier_6,82.09,0.04
dea0231c,2023-05-01,2023-05-03,Delivered,Hyderabad,C006,West,44.47,84.1,108.7,2,Wrong Address,Carrier_6,82.09,0.04
c7f3824b,2023-05-13,2023-05-14,Delivered,Ahmedabad,C002,South,8.47,16.02,34.9,4,None,Carrier_2,100.91,0.03
12db7d84,2023-06-16,2023-06-18,Delayed,Pune,C007,East,6.11,11.55,31.65,4,Late Delivery,Carrier_7,79.32,0.03
2cb72e92,2023-04-24,2023-04-29,Delivered,Kolkata,C009,East,31.76,60.06,77.12,1,Late Delivery,Carrier_9,56.69,0.02
52b134b8,2023-03-13,2023-03-17,Delivered,Bangalore,C006,Central,14.12,26.7,70.77,1,None,Carrier_6,82.09,0.04
afb6124d,2023-02-16,2023-02-19,Delayed,Kolkata,C008,West,33.52,63.39,95.32,3,None,Carrier_8,123.83,0.06
7526de77,2023-05-30,2023-06-01,Delivered,Hyderabad,C005,Central,25.48,48.19,77.51,3,Wrong Address,Carrier_5,101.88,0.09
829b1fbe,2023-04-22,2023-04-25,Delivered,Bangalore,C002,West,12.14,22.96,45.85,4,None,Carrier_2,100.91,0.03
ad4e192f,2023-06-12,2023-06-15,Delivered,Chennai,C004,East,5.34,10.1,40.77,4,None,Carrier_4,93.62,0.04
44646657,2023-05-06,2023-05-07,Delayed,Ahmedabad,C001,East,5.39,10.19,55.49,1,Wrong Address,Carrier_1,104.96,0.07
f9a45d3a,2023-01-24,2023-01-29,Delivered,Kolkata,C001,East,30.12,56.96,101.2,5,None,Carrier_1,104.96,0.07
c41f4813,2023-05-01,2023-05-05,Delayed,Delhi,C006,East,38.4,72.62,106.58,5,None,Carrier_6,82.09,0.04
571893ae,2023-03-31,2023-04-03,Delivered,Bangalore,C002,North,35.1,66.38,97.58,1,Damaged Package,Carrier_2,100.91,0.03
ce89e722,2023-04-15,2023-04-16,Delayed,Bangalore,C006,East,30.46,57.6,76.63,3,Damaged Package,Carrier_6,82.09,0.04
a4c9385c,2023-03-27,2023-03-29,Delayed,Kolkata,C001,East,12.12,22.92,60.64,3,Wrong Address,Carrier_1,104.96,0.07
0ca255e0,2023-03-24,2023-03-27,Cancelled,Hyderabad,C010,West,43.37,82.02,126.15,5,None,Carrier_10,81.3,0.08
0ebf5e92,2023-06-21,2023-06-24,Delivered,Bangalore,C003,East,32.18,60.86,83.09,4,None,Carrier_3,84.25,0.06
49c33e1e,2023-01-27,2023-01-29,Delayed,Chennai,C009,East,35.32,66.79,94.21,1,Late Delivery,Carrier_9,56.69,0.02
9db31822,2023-02-11,2023-02-13,Delivered,Kolkata,C002,West,12.74,24.09,38.36,4,Late Delivery,Carrier_2,100.91,0.03
04151e4c,2023-03-26,2023-03-31,Delivered,Chennai,C008,East,14.55,27.52,71.85,3,None,Carrier_8,123.83,0.06
f4021fde,2023-04-16,2023-04-17,Delivered,Kolkata,C006,East,45.56,86.16,100.07,5,Damaged Package,Carrier_6,82.09,0.04
1b320456,2023-06-27,2023-06-29,Delayed,Chennai,C006,Central,24.85,46.99,85.16,4,Damaged Package,Carrier_6,82.09,0.04
a22357eb,2023-05-07,2023-05-09,Cancelled,Hyderabad,C007,North,28.58,54.05,71.53,3,Late Delivery,Carrier_7,79.32,0.03
d6f7b79a,2023-03-15,2023-03-20,Delayed,Kolkata,C005,West,7.32,13.84,53.19,3,None,Carrier_5,101.88,0.09
82448ecb,2023-06-19,2023-06-23,Delivered,Ahmedabad,C004,Central,20.94,39.6,75.31,3,None,Carrier_4,93.62,0.04
9ecf9309,2023-04-13,2023-04-18,Delivered,Pune,C006,South,44.58,84.31,121.93,4,None,Carrier_6,82.09,0.04
3a111d5d,2023-05-21,2023-05-24,Delayed,Delhi,C008,South,45.21,85.5,120.93,2,None,Carrier_8,123.83,0.06
5c15b14f,2023-01-10,2023-01-12,Delivered,Hyderabad,C004,North,37.05,70.07,95.94,5,None,Carrier_4,93.62,0.04
7e42beba,2023-04-27,2023-05-01,Delivered,Chennai,C005,South,28.19,53.31,88.12,3,Late Delivery,Carrier_5,101.88,0.09
6c383872,2023-01-23,2023-01-24,Delivered,Ahmedabad,C007,North,46.68,88.28,107.67,4,Late Delivery,Carrier_7,79.32,0.03
d21d1ade,2023-03-22,2023-03-23,Delivered,Kolkata,C006,South,43.85,82.93,103.89,1,Late Delivery,Carrier_6,82.09,0.04
08e2314a,2023-03-06,2023-03-10,Delivered,Hyderabad,C004,South,42.62,80.6,93.21,5,None,Carrier_4,93.62,0.04
4db14cec,2023-03-24,2023-03-25,Delivered,Chennai,C004,Central,44.33,83.83,118.34,1,None,Carrier_4,93.62,0.04
7ffa74a5,2023-01-30,2023-02-01,Delivered,Mumbai,C010,South,23.76,44.93,88.56,1,None,Carrier_10,81.3,0.08
b8e50e4b,2023-04-14,2023-04-15,Delivered,Mumbai,C004,North,27.22,51.48,76.62,4,Late Delivery,Carrier_4,93.62,0.04
d2ce5259,2023-05-12,2023-05-14,Cancelled,Bangalore,C001,East,22.35,42.27,60.62,2,None,Carrier_1,104.96,0.07
eb4819b8,2023-01-01,2023-01-03,Delivered,Delhi,C005,East,37.52,70.95,113.91,4,None,Carrier_5,101.88,0.09
1b7c698a,2023-06-18,2023-06-20,Delivered,Mumbai,C008,East,30.41,57.51,93.28,4,None,Carrier_8,123.83,0.06
8e28ff1b,2023-05-19,2023-05-20,Delivered,Pune,C007,North,5.35,10.12,55.86,5,None,Carrier_7,79.32,0.03
2cc6f5a3,2023-04-29,2023-05-01,Delivered,Chennai,C005,North,8.56,16.19,26.44,4,Damaged Package,Carrier_5,101.88,0.09
f1aaf49d,2023-04-16,2023-04-21,Delayed,Hyderabad,C003,East,11.23,21.24,47.29,5,None,Carrier_3,84.25,0.06
a0dec411,2023-01-14,2023-01-19,Delayed,Kolkata,C001,South,34.19,64.66,110.7,3,Late Delivery,Carrier_1,104.96,0.07
45fde32d,2023-02-18,2023-02-20,Delivered,Hyderabad,C007,East,7.27,13.75,50.77,5,None,Carrier_7,79.32,0.03
8b14ca6c,2023-05-13,2023-05-15,Delivered,Bangalore,C003,West,27.96,52.88,81.63,4,None,Carrier_3,84.25,0.06
9c20747b,2023-04-03,2023-04-08,Delayed,Ahmedabad,C004,North,42.36,80.11,106.69,3,None,Carrier_4,93.62,0.04
b620988c,2023-06-09,2023-06-10,Delayed,Hyderabad,C005,West,47.48,89.79,135.6,3,Damaged Package,Carrier_5,101.88,0.09
88239374,2023-05-08,2023-05-12,Delivered,Mumbai,C008,West,22.56,42.66,85.93,2,None,Carrier_8,123.83,0.06
bc7126e2,2023-06-10,2023-06-14,Delivered,Hyderabad,C007,North,27.6,52.19,62.68,4,Damaged Package,Carrier_7,79.32,0.03
ee335568,2023-04-24,2023-04-27,Delivered,Mumbai,C009,East,41.91,79.26,94.1,1,Late Delivery,Carrier_9,56.69,0.02
2b154811,2023-01-14,2023-01-16,Cancelled,Mumbai,C003,Central,46.92,88.73,119.22,4,Late Delivery,Carrier_3,84.25,0.06
f2c61539,2023-02-22,2023-02-24,Delivered,Delhi,C010,West,20.71,39.16,53.75,1,None,Carrier_10,81.3,0.08
eccb2871,2023-03-10,2023-03-12,Delayed,Bangalore,C001,East,18.95,35.84,56.83,2,Damaged Package,Carrier_1,104.96,0.07
1a09f2c0,2023-05-21,2023-05-25,Delivered,Pune,C001,Central,23.64,44.71,88.11,4,None,Carrier_1,104.96,0.07
498a0b71,2023-02-03,2023-02-05,Delivered,Pune,C010,West,14.18,26.82,52.27,2,None,Carrier_10,81.3,0.08
33ce5c66,2023-03-15,2023-03-20,Delivered,Chennai,C001,East,43.26,81.81,109.85,1,Late Delivery,Carrier_1,104.96,0.07
c169c8e5,2023-04-23,2023-04-25,Delivered,Pune,C002,West,17.27,32.66,49.63,5,None,Carrier_2,100.91,0.03
08e44f03,2023-06-28,2023-07-01,Delivered,Mumbai,C002,East,23.57,44.57,78.66,4,None,Carrier_2,100.91,0.03
8e093d0a,2023-05-05,2023-05-08,Delivered,Kolkata,C007,South,17.36,32.83,47.64,3,Damaged Package,Carrier_7,79.32,0.03
68c76499,2023-02-01,2023-02-06,Delivered,Bangalore,C009,South,7.71,14.58,49.79,3,Late Delivery,Carrier_9,56.69,0.02
4bce350c,2023-01-08,2023-01-12,Delayed,Chennai,C008,North,31.12,58.85,98.72,2,None,Carrier_8,123.83,0.06
855785a3,2023-06-11,2023-06-13,Delivered,Pune,C004,Central,30.21,57.13,102.07,5,None,Carrier_4,93.62,0.04
269d50f7,2023-06-05,2023-06-08,Delivered,Pune,C002,West,16.16,30.56,63.86,3,Late Delivery,Carrier_2,100.91,0.03
4bad915e,2023-03-03,2023-03-07,Cancelled,Kolkata,C003,West,3.51,6.64,29.92,3,None,Carrier_3,84.25,0.06
75154266,2023-02-10,2023-02-11,Delayed,Hyderabad,C010,East,46.96,88.81,132.88,4,None,Carrier_10,81.3,0.08
0de2d492,2023-03-21,2023-03-24,Delayed,Bangalore,C005,Central,19.07,36.06,69.92,3,None,Carrier_5,101.88,0.09
e54a68b6,2023-05-22,2023-05-26,Cancelled,Kolkata,C009,West,27.86,52.69,77.02,1,None,Carrier_9,56.69,0.02
803a5399,2023-01-04,2023-01-08,Delivered,Pune,C008,Central,8.9,16.83,39.73,2,None,Carrier_8,123.83,0.06
65d76666,2023-05-22,2023-05-24,Delivered,Bangalore,C003,Central,14.06,26.59,49.41,3,Wrong Address,Carrier_3,84.25,0.06
d8b61a69,2023-04-15,2023-04-19,Delayed,Bangalore,C009,South,22.89,43.29,55.54,4,Wrong Address,Carrier_9,56.69,0.02
237dc6dd,2023-01-24,2023-01-28,Delayed,Pune,C010,West,28.99,54.82,68.87,1,None,Carrier_10,81.3,0.08
cb4f58f3,2023-02-27,2023-03-03,Delivered,Hyderabad,C003,West,42.99,81.3,94.89,3,None,Carrier_3,84.25,0.06
6dcd9374,2023-01-30,2023-02-04,Delayed,Hyderabad,C010,North,15.94,30.14,52.63,2,Late Delivery,Carrier_10,81.3,0.08
77a7c5b4,2023-04-29,2023-05-04,Delivered,Pune,C008,Central,43.85,82.93,111.89,2,Late Delivery,Carrier_8,123.83,0.06
af989ba0,2023-01-31,2023-02-04,Delivered,Bangalore,C001,East,24.01,45.41,61.31,2,None,Carrier_1,104.96,0.07
a4df64cf,2023-06-15,2023-06-17,Delivered,Kolkata,C004,South,22.77,43.06,86.18,3,None,Carrier_4,93.62,0.04
a3160df0,2023-02-09,2023-02-13,Delivered,Delhi,C004,North,21.03,39.77,52.39,1,None,Carrier_4,93.62,0.04
3b404566,2023-05-08,2023-05-09,Delivered,Mumbai,C006,South,44.54,84.23,132.04,5,Wrong Address,Carrier_6,82.09,0.04
59ae255e,2023-03-16,2023-03-20,Delivered,Hyderabad,C002,East,14.05,26.57,39.55,2,Late Delivery,Carrier_2,100.91,0.03
a79bbc31,2023-05-11,2023-05-15,Delayed,Pune,C007,North,43.15,81.6,127.39,1,None,Carrier_7,79.32,0.03
1b421300,2023-06-30,2023-07-01,Delivered,Ahmedabad,C005,South,6.28,11.88,32.31,4,Damaged Package,Carrier_5,101.88,0.09
4c6c60fd,2023-03-11,2023-03-14,Delivered,Delhi,C010,East,47.86,90.51,139.98,4,Damaged Package,Carrier_10,81.3,0.08
9d44f764,2023-04-17,2023-04-22,Delayed,Hyderabad,C006,North,26.14,49.43,80.28,1,None,Carrier_6,82.09,0.04
7844f91c,2023-05-04,2023-05-09,Cancelled,Ahmedabad,C006,East,49.95,94.46,105.19,4,Late Delivery,Carrier_6,82.09,0.04
1422f604,2023-05-01,2023-05-03,Delayed,Bangalore,C006,North,31.18,58.96,80.27,4,Late Delivery,Carrier_6,82.09,0.04
ed7f580d,2023-03-04,2023-03-09,Delayed,Pune,C010,West,7.64,14.45,62.06,2,Late Delivery,Carrier_10,81.3,0.08
5847780d,2023-04-27,2023-04-29,Delivered,Delhi,C008,West,4.92,9.3,31.29,3,Late Delivery,Carrier_8,123.83,0.06
de2f5c4a,2023-05-22,2023-05-25,Delivered,Pune,C010,South,11.28,21.33,45.71,3,None,Carrier_10,81.3,0.08
024668ff,2023-02-07,2023-02-11,Delivered,Kolkata,C004,Central,22.22,42.02,53.79,3,Wrong Address,Carrier_4,93.62,0.04
429165c9,2023-04-09,2023-04-13,Delivered,Kolkata,C010,Central,37.87,71.62,91.75,3,None,Carrier_10,81.3,0.08
b5bb8d54,2023-02-18,2023-02-21,Delivered,Chennai,C008,East,2.03,3.84,24.21,1,None,Carrier_8,123.83,0.06
8778436f,2023-06-03,2023-06-07,Delivered,Mumbai,C009,North,14.35,27.14,65.78,2,None,Carrier_9,56.69,0.02
be881fba,2023-05-11,2023-05-14,Delayed,Mumbai,C004,West,30.2,57.11,87.34,1,None,Carrier_4,93.62,0.04
13661210,2023-02-04,2023-02-08,Delivered,Hyderabad,C001,Central,16.3,30.83,47.27,4,None,Carrier_1,104.96,0.07
744ecabd,2023-01-18,2023-01-23,Delivered,Mumbai,C003,West,19.13,36.18,78.0,2,None,Carrier_3,84.25,0.06
80c18807,2023-03-12,2023-03-17,Delivered,Pune,C001,East,16.44,31.09,65.55,5,Damaged Package,Carrier_1,104.96,0.07
221fb2a2,2023-04-17,2023-04-21,Delayed,Pune,C007,East,47.75,90.3,111.04,3,Damaged Package,Carrier_7,79.32,0.03
ef5d87be,2023-03-29,2023-03-30,Delivered,Chennai,C001,North,5.16,9.76,28.71,4,Damaged Package,Carrier_1,104.96,0.07
5de667e4,2023-05-10,2023-05-13,Delayed,Ahmedabad,C004,Central,45.56,86.16,133.16,3,Damaged Package,Carrier_4,93.62,0.04
0a5b4fa8,2023-03-10,2023-03-12,Delivered,Kolkata,C001,East,17.52,33.13,68.61,3,None,Carrier_1,104.96,0.07
e8b0c2d3,2023-01-01,2023-01-05,Delivered,Ahmedabad,C002,East,13.83,26.15,68.45,3,None,Carrier_2,100.91,0.03
75d68b4e,2023-03-14,2023-03-16,Delivered,Ahmedabad,C001,West,44.4,83.97,102.99,5,None,Carrier_1,104.96,0.07
4dca3394,2023-03-18,2023-03-20,Delayed,Delhi,C005,South,15.78,29.84,63.39,4,None,Carrier_5,101.88,0.09
165ab4c3,2023-05-31,2023-06-02,Delivered,Delhi,C007,Central,49.4,93.42,105.56,3,Damaged Package,Carrier_7,79.32,0.03
716eda7d,2023-05-29,2023-05-30,Delivered,Kolkata,C003,North,28.31,53.54,87.33,3,Late Delivery,Carrier_3,84.25,0.06
e251fe2c,2023-06-18,2023-06-19,Delivered,Bangalore,C008,North,24.87,47.03,65.17,2,None,Carrier_8,123.83,0.06
2cc06b36,2023-05-06,2023-05-11,Delivered,Kolkata,C005,West,48.87,92.42,129.18,3,None,Carrier_5,101.88,0.09
a20a0406,2023-02-08,2023-02-11,Delayed,Delhi,C005,North,12.88,24.36,71.64,2,None,Carrier_5,101.88,0.09
4aaf3dce,2023-04-25,2023-04-29,Delayed,Ahmedabad,C005,East,45.63,86.29,114.64,4,None,Carrier_5,101.88,0.09
9054254f,2023-05-18,2023-05-22,Delivered,Hyderabad,C008,Central,30.39,57.47,79.69,4,None,Carrier_8,123.83,0.06
bdf80032,2023-05-04,2023-05-08,Delayed,Chennai,C002,North,38.24,72.32,87.25,4,Late Delivery,Carrier_2,100.91,0.03
43045725,2023-03-30,2023-04-03,Delayed,Ahmedabad,C002,Central,29.94,56.62,93.44,2,Damaged Package,Carrier_2,100.91,0.03
b82e0604,2023-03-27,2023-03-30,Delayed,Kolkata,C008,North,31.7,59.95,93.32,5,Damaged Package,Carrier_8,123.83,0.06
0a641173,2023-05-22,2023-05-26,Delayed,Bangalore,C009,South,9.44,17.85,49.63,5,None,Carrier_9,56.69,0.02
222ef541,2023-05-20,2023-05-24,Delayed,Ahmedabad,C010,South,9.28,17.55,64.99,3,None,Carrier_10,81.3,0.08
b8f5689a,2023-04-07,2023-04-10,Delayed,Hyderabad,C010,Central,21.06,39.83,88.96,4,Damaged Package,Carrier_10,81.3,0.08
163e6e9d,2023-04-27,2023-05-02,Delivered,Kolkata,C002,South,18.63,35.23,73.91,1,Late Delivery,Carrier_2,100.91,0.03
370024a0,2023-03-24,2023-03-25,Delayed,Hyderabad,C004,South,36.18,68.42,86.26,3,Late Delivery,Carrier_4,93.62,0.04
5f3eeccd,2023-02-18,2023-02-22,Delivered,Ahmedabad,C008,East,36.69,69.38,117.25,5,Damaged Package,Carrier_8,123.83,0.06
adc8c3b1,2023-06-28,2023-06-29,Delayed,Kolkata,C002,North,29.06,54.96,78.76,5,None,Carrier_2,100.91,0.03
beacfea7,2023-03-03,2023-03-04,Delayed,Hyderabad,C004,South,21.3,40.28,53.45,4,None,Carrier_4,93.62,0.04
eac59e8a,2023-05-27,2023-05-31,Delivered,Pune,C010,Central,34.49,65.22,84.86,2,Damaged Package,Carrier_10,81.3,0.08
77508228,2023-04-09,2023-04-14,Delayed,Mumbai,C001,East,34.99,66.17,109.39,3,None,Carrier_1,104.96,0.07
f5303252,2023-03-01,2023-03-03,Delivered,Hyderabad,C002,South,40.84,77.23,95.38,2,Late Delivery,Carrier_2,100.91,0.03
038301e6,2023-04-16,2023-04-18,Delivered,Pune,C007,Central,40.96,77.46,103.26,5,None,Carrier_7,79.32,0.03
eb49fa43,2023-01-12,2023-01-16,Delayed,Ahmedabad,C001,North,5.34,10.1,31.04,4,None,Carrier_1,104.96,0.07
5ce1d91e,2023-03-23,2023-03-26,Delivered,Mumbai,C001,South,19.95,37.73,49.64,5,None,Carrier_1,104.96,0.07
b03d2040,2023-05-02,2023-05-05,Delayed,Delhi,C002,Central,22.16,41.91,74.38,4,None,Carrier_2,100.91,0.03
8ed273d0,2023-06-30,2023-07-05,Delayed,Mumbai,C004,Central,42.65,80.66,115.81,1,None,Carrier_4,93.62,0.04
1de8b7c6,2023-04-08,2023-04-12,Delivered,Hyderabad,C007,West,26.09,49.34,90.99,2,None,Carrier_7,79.32,0.03
0d3c75ad,2023-04-09,2023-04-12,Delivered,Chennai,C004,Central,25.46,48.15,74.74,3,None,Carrier_4,93.62,0.04
d883f2fd,2023-06-19,2023-06-20,Delivered,Chennai,C005,West,28.58,54.05,69.7,4,Wrong Address,Carrier_5,101.88,0.09
